subject	story	timeTest	serialPos	origText	recalled	posRec	recText	Observations
1	2	2	10	and I was sure I had put the money in my back right pocket.	0	NaN		
1	2	2	11	I look at cashier with a confused look,	1	9	I gave the cashier a confused look	
1	2	2	12	not knowing what to do.	0	NaN		
1	2	2	13	There were people behind me on the line 	0	NaN		
1	2	2	14	and I immediately thought about the money I left in the car	0	NaN		
1	2	2	15	that was intended to pay rent this month.	0	NaN		
1	2	2	16	She told me to speak with the courtesy counter.	1	10	She told me to go ask the courtesy counter	
1	2	2	17	I laughed and said,	1	11	I laugh and say 	
1	2	2	18	"But it was cash, no one would hand that in!"  	1	12	“it was cash who would turn in cash?” 	
1	2	2	19	I decided that there was no harm in checking 	1	13	I decide there's no harm in asking so I do so anyways	Changed theres to there's
1	2	2	20	so I walked up to a woman behind the counter 	0	NaN		
1	2	2	21	and said "I have to ask, did anyone turn in cash by any chance?"	1	14	I ask “by any chance has anyone turned in cash?”	
1	2	2	22	She asked "How much?"  	1	17	“How much shes asks. I say	
1	2	2	23	My face then lit up.	1	16	My face then lit up	
1	2	2	24	"$200 	1	18	“200$ 	
1	2	2	25	in the form of twenty dollar bills." I replied.	1	19	in twenties	changed 20s to twenties
1	2	2	26	She said, "Actually, yes, someone did!"  	1	15	She replies “As a matter of fact yes someone has.”  	
1	2	2	27	I was so surprised! 	0	NaN		
1	2	2	28	"Who? I want to thank them."  	1	20	I ask who it was because I want to thank them	
1	2	2	29	She points to a young girl 	0	NaN		
1	2	2	30	about 10 years old 	1	21	a ten year old 	changed 10 to ten
1	2	2	31	and says, "She did." 	0	NaN		
1	2	2	32	I walked over to the mom	1	22	I eagerly walk over;the mother	
1	2	2			1	24		
1	2	2	33	and hugged her.	1	23	and hug	
1	2	2	34	She said, "It wasn't me, it was my daughter". 	1	25	The mother says don’t hug me it was all my daughter thank her	
1	2	2	35	I was so happy, 	0	NaN		
1	2	2	36	I was almost in tears. 	0	NaN		
1	2	2	37	I decided in those moments to do my duty 	0	NaN		
1	2	2	38	to pay forward this act of kindness 	0	NaN		
1	2	2	39	every opportunity I had.	1	26	as much as I can	
1	2	3	1	I was shopping at my local supermarket	1	1	There was a girl grocery shopping;at her local grocery store	
1	2	3	2	as I normally have for years.	0	NaN		
1	2	3	3	One particular day, I had done about 2 weeks’ worth of shopping	1	2	She was getting two weeks worth of groceries 	changed 2 to two
1	2	3	4	and was headed toward the register to pay for my groceries.	1	4	She got in line and when she got to the register	
1	2	3	5	I reached into my back right pocket	0	NaN		
1	2	3	6	to grab the money to pay	0	NaN		
1	2	3	7	and noticed that there was no money in there.	1	5	and realized that she had lost her money	
1	2	3	8	I started to get nervous.	0	NaN		
1	2	3	9	I knew my pocket book was in the car 	0	NaN		Miscounted, better applied to idea unit 14
1	2	3	10	and I was sure I had put the money in my back right pocket.	0	NaN		
1	2	3	11	I look at cashier with a confused look,	0	NaN		
1	2	3	12	not knowing what to do.	0	NaN		
1	2	3	13	There were people behind me on the line 	0	NaN		
1	2	3	14	and I immediately thought about the money I left in the car	1	6	The money in the car in her pocket book	
1	2	3	15	that was intended to pay rent this month.	1	7	was for her rent	
1	2	3	16	She told me to speak with the courtesy counter.	1	8	The cashier told her to check the courtesy counter	
1	2	3	17	I laughed and said,	1	9	The girl laughed and said 	
1	2	3	18	"But it was cash, no one would hand that in!"  	1	10	who would turn in cash	
1	2	3	19	I decided that there was no harm in checking 	1	11	but checked anyways	
1	2	3	20	so I walked up to a woman behind the counter 	1	12	The lady at the counter 	
1	2	3	21	and said "I have to ask, did anyone turn in cash by any chance?"	0	NaN		
1	2	3	22	She asked "How much?"  	1	14	how much did you lose	
1	2	3	23	My face then lit up.	0	NaN		
1	2	3	24	"$200 	1	15	The girl said $200	
1	2	3	25	in the form of twenty dollar bills." I replied.	0	NaN		
1	2	3	26	She said, "Actually, yes, someone did!"  	1	13	said actually yes someone did	
1	2	3	27	I was so surprised! 	0	NaN		
1	2	3	28	"Who? I want to thank them."  	0	NaN		
1	2	3	29	She points to a young girl 	0	NaN		
1	2	3	30	about 10 years old 	0	NaN		
1	2	3	31	and says, "She did." 	0	NaN		
1	2	3	32	I walked over to the mom	1	16	The girl went over to thank the women 	
1	2	3	33	and hugged her.	0	NaN		
1	2	3	34	She said, "It wasn't me, it was my daughter". 	1	17	she said it was actually her daughter	
1	2	3	35	I was so happy, 	0	NaN		
1	2	3	36	I was almost in tears. 	0	NaN		
1	2	3	37	I decided in those moments to do my duty 	0	NaN		
1	2	3	38	to pay forward this act of kindness 	0	NaN		
1	2	3	39	every opportunity I had.	1	18	whenever she could	
1	3	1	1	Larry Walters had a dream that he could fly.  	1	1	Larry Walters had a dream he could fly	
1	3	1	2	The problem was that Larry's vision was poor, 	1	2	The problem was he had poor vision	
1	3	1	3	and he was thus ill-suited to become a pilot. 	0	NaN		
1	3	1	4	Most people, faced with similar limitations, might let go of such a dream.	1	3	Normally people with this condition give up on their dream	
1	3	1	5	Larry Walters was not most people. 	1	4	Not larry walters	
1	3	1	6	On a sunny summer day 	0	NaN		
1	3	1	7	in 1982, 	0	NaN		
1	3	1	8	in his modest backyard 	1	5	in his modest backyard 	
1	3	1	9	in San Pedro, 	0	NaN		
1	3	1	10	Larry boarded a makeshift aircraft 	0	NaN		
1	3	1	11	comprising a lawn chair, 	1	7	a lawn chair 	
1	3	1	12	a seat belt, 	0	NaN		
1	3	1	13	and forty-odd weather balloons. 	1	6	He attaches forty balloons 	changed 40 to forty
1	3	1	14	Armed with a pellet gun, 	0	NaN		
1	3	1	15	a CB radio, 	1	8	complete with a CB radio 	
1	3	1	16	and a cooler full of sandwiches, 	1	9	a picnic basket full of sandwiches	
1	3	1	17	he released the line that tethered his craft 	0	NaN		
1	3	1	18	to his Jeep, 	0	NaN		
1	3	1	19	rose to a height of thirty feet or so, 	0	NaN		
1	3	1	20	and had himself a little picnic. 	0	NaN		
1	3	1	21	He planned to just shoot out a couple balloons and float gently back to earth, 	1	10	His plan is to go a few feet above ground and then shoot out the balloons to gently float back down to the ground	
1	3	1	22	just as easy as could be.	0	NaN		
1	3	1	23	But Larry, it would seem, was not so good with physics. 	1	11	It turns out Larry is not so good with physics	
1	3	1	24	When he released the tether, his craft rose 	0	NaN		
1	3	1	25	15,000 feet in the air. 	0	NaN		
1	3	1	26	According to some reports, 	0	NaN		
1	3	1	27	he didn't dare shoot out the balloons, 	0	NaN		
1	3	1	28	for fear the chair would tip. 	0	NaN		
1	3	1	29	Eventually, he drifted into the approach corridor of Long Beach airport, 	0	NaN		
1	3	1	30	disrupting air traffic. 	1	12	He disrupts air traffic	
1	3	1	31	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	1	13	Image being on a plane and seeing 	
1	3	1	32	a man in a lawn chair with a gun, 	1	14	a man in a lawn chair;with a shot gun	
1	3	1	33	some three miles above the ground. 	1	15	three miles above the ground 	changed 3 to three
1	3	1	34	He did finally touch down safely, 	0	NaN		
1	3	1	35	though not before getting tangled in some power lines 	1	17	but not after being caught in a power line 	
1	3	1	36	and knocking out power in the entire Long Beach area. 	0	NaN		
1	3	1	37	It goes without saying that Larry, upon touchdown, was arrested. 	1	18	Needless to say he was arrested as soon as he landed	
1	3	1	38	Seems the FAA took umbrage with his violation of restricted airspace.	0	NaN		
1	3	1	39	But by the time they nabbed him, the story had spread, 	0	NaN		
1	3	1	40	and a few crack reporters witnessed his arrest. 	0	NaN		
1	3	1	41	One of those reporters asked why he'd done it. 	0	NaN		
1	3	1	42	Larry's response? 	0	NaN		
1	3	1	43	"A man can't just sit around."	1	19	a man cant just sit around	Not counted in orig data counted here
1	3	2	1	Larry Walters had a dream that he could fly.  	1	1	Larry Walters had a dream he could fly	
1	3	2	2	The problem was that Larry's vision was poor, 	1	2	The problem was he had poor eyesight	
1	3	2	3	and he was thus ill-suited to become a pilot. 	1	3	Being illsuited to be a pilot 	
1	3	2	4	Most people, faced with similar limitations, might let go of such a dream.	1	4	most people would give up that dream	
1	3	2	5	Larry Walters was not most people. 	1	5	Not larry however	
1	3	2	6	On a sunny summer day 	0	NaN		
1	3	2	7	in 1982, 	0	NaN		
1	3	2	8	in his modest backyard 	0	NaN		
1	3	2	9	in San Pedro, 	1	6	in San Pedro 	
1	3	2	10	Larry boarded a makeshift aircraft 	1	7	Larry decided to make a makeshift air craft	
1	3	2	11	comprising a lawn chair, 	1	9	tied to a lawn chair	
1	3	2	12	a seat belt, 	0	NaN		
1	3	2	13	and forty-odd weather balloons. 	1	8	forty odd weather balloons 	changed 40 to forty
1	3	2	14	Armed with a pellet gun, 	1	12	a pellet gun	
1	3	2	15	a CB radio, 	1	10	a CB radio	
1	3	2	16	and a cooler full of sandwiches, 	1	11	a cooler full of sandwiches 	
1	3	2	17	he released the line that tethered his craft 	1	13	He released the tether holding his craft 	
1	3	2	18	to his Jeep, 	1	14	to his jeep 	
1	3	2	19	rose to a height of thirty feet or so, 	1	15	drifted thirty feet into the air	changed 30 to thirty
1	3	2	20	and had himself a little picnic. 	0	NaN		
1	3	2	21	He planned to just shoot out a couple balloons and float gently back to earth, 	1	16	His plan was to shoot out some balloons and gently drift back to earth	
1	3	2	22	just as easy as could be.	0	NaN		
1	3	2	23	But Larry, it would seem, was not so good with physics. 	1	17	 It turns out larry isn’t so good with physics	
1	3	2	24	When he released the tether, his craft rose 	0	NaN		
1	3	2	25	15,000 feet in the air. 	1	18	He drifts some 15000 feet into the air	
1	3	2	26	According to some reports, 	0	NaN		
1	3	2	27	he didn't dare shoot out the balloons, 	0	NaN		
1	3	2	28	for fear the chair would tip. 	0	NaN		
1	3	2	29	Eventually, he drifted into the approach corridor of Long Beach airport, 	0	NaN		
1	3	2	30	disrupting air traffic. 	1	19	disrupted air traffic	
1	3	2	31	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	1	20	Imagine what a sight that would have been 	changed side to sight
1	3	2	32	a man in a lawn chair with a gun, 	1	21	a man with a shot gun in a lawn chair 	
1	3	2	33	some three miles above the ground. 	1	22	over three miles in the air	changed 3 to three
1	3	2	34	He did finally touch down safely, 	1	23	Eventually larry safely landed 	
1	3	2	35	though not before getting tangled in some power lines 	1	24	but not before getting tangled in some power lines 	
1	3	2	36	and knocking out power in the entire Long Beach area. 	1	25	causing a power outage to the entire Long Beach area	
1	3	2	37	It goes without saying that Larry, upon touchdown, was arrested. 	1	26	Needless to say the police arrested him on sight	
1	3	2	38	Seems the FAA took umbrage with his violation of restricted airspace.	1	27	Apparently the FAA considered his act an umbrige of air space	changed umbrige to umbridge
1	3	2	39	But by the time they nabbed him, the story had spread, 	0	NaN		
1	3	2	40	and a few crack reporters witnessed his arrest. 	0	NaN		
1	3	2	41	One of those reporters asked why he'd done it. 	0	NaN		
1	3	2	42	Larry's response? 	0	NaN		
1	3	2	43	"A man can't just sit around."	0	NaN		
1	3	3	1	Larry Walters had a dream that he could fly.  	0	NaN		
1	3	3	2	The problem was that Larry's vision was poor, 	1	1	but had really bad eyesight	
1	3	3	3	and he was thus ill-suited to become a pilot. 	0	NaN		
1	3	3	4	Most people, faced with similar limitations, might let go of such a dream.	0	NaN		
1	3	3	5	Larry Walters was not most people. 	0	NaN		
1	3	3	6	On a sunny summer day 	0	NaN		
1	3	3	7	in 1982, 	0	NaN		
1	3	3	8	in his modest backyard 	0	NaN		
1	3	3	9	in San Pedro, 	0	NaN		
1	3	3	10	Larry boarded a makeshift aircraft 	1	2	make a makeshift aircraft	
1	3	3	11	comprising a lawn chair, 	1	4	lawn chair	
1	3	3	12	a seat belt, 	0	NaN		
1	3	3	13	and forty-odd weather balloons. 	1	5	forty weather balloons	changed 40 to forty
1	3	3	14	Armed with a pellet gun, 	0	NaN		
1	3	3	15	a CB radio, 	1	3	a radio	
1	3	3	16	and a cooler full of sandwiches, 	0	NaN		
1	3	3	17	he released the line that tethered his craft 	0	NaN		
1	3	3	18	to his Jeep, 	0	NaN		
1	3	3	19	rose to a height of thirty feet or so, 	0	NaN		
1	3	3	20	and had himself a little picnic. 	0	NaN		
1	3	3	21	He planned to just shoot out a couple balloons and float gently back to earth, 	1	6	then use his shot gun to slowly take down balloons and drift safely back to earth	
1	3	3	22	just as easy as could be.	0	NaN		
1	3	3	23	But Larry, it would seem, was not so good with physics. 	1	7	Instead he wasn’t good at physics 	
1	3	3	24	When he released the tether, his craft rose 	0	NaN		
1	3	3	25	15,000 feet in the air. 	0	NaN		
1	3	3	26	According to some reports, 	0	NaN		
1	3	3	27	he didn't dare shoot out the balloons, 	1	13	He was afraid to shoot out the balloons 	
1	3	3	28	for fear the chair would tip. 	1	14	because he thought the lawn chair would tip	
1	3	3	29	Eventually, he drifted into the approach corridor of Long Beach airport, 	0	NaN		
1	3	3	30	disrupting air traffic. 	1	8	caused air traffic	
1	3	3	31	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	1	9	Imagine seeing;while you’re inside an airplane	
1	3	3	32	a man in a lawn chair with a gun, 	1	10	a man sitting on a lawn chair with a shotgun 	not counted in orig data counted here
1	3	3	33	some three miles above the ground. 	0	NaN		
1	3	3	34	He did finally touch down safely, 	0	NaN		
1	3	3	35	though not before getting tangled in some power lines 	1	12	got caught in a cable wire	
1	3	3	36	and knocking out power in the entire Long Beach area. 	0	NaN		
1	3	3	37	It goes without saying that Larry, upon touchdown, was arrested. 	1	15	Needless to say he was arrested on the spot	
1	3	3	38	Seems the FAA took umbrage with his violation of restricted airspace.	0	NaN		
1	3	3	39	But by the time they nabbed him, the story had spread, 	0	NaN		
1	3	3	40	and a few crack reporters witnessed his arrest. 	0	NaN		
1	3	3	41	One of those reporters asked why he'd done it. 	1	16	When reporters asked him why he did it 	
1	3	3	42	Larry's response? 	0	NaN		
1	3	3	43	"A man can't just sit around."	1	17	he said a man can't just sit around	changed cant to can't
1	4	1	1	At breakfast, 	1	1	At breakfast 	
1	4	1	2	my cat Susie	1	2	my cat Susie 	Changed suzie to susie
1	4	1	3	sits on the deck of the pool	1	3	sits on the deck of the pool. 	
1	4	1	4	outside the glass doors to the kitchen.  	0	NaN		
1	4	1	5	Bang, bang.  	1	4	Bang- bang 	
1	4	1	6	She hits the door with her paw.	0	NaN		
1	4	1	7	This means “Ryan, feed me” in Susie’s special language.  	0	NaN		
1	4	1	8	I get up from my chair and feed her. 	0	NaN		
1	4	1	9	I know this, because I know everything about her	1	5	I would like to think I know everything about Susie. 	
1	4	1	10	or at least I think I do. 	0	NaN		
1	4	1	11	For the life of me, I do not know where Susie goes at noon.	0	NaN		
1	4	1	12	At eleven-thirty Saturday morning, 	0	NaN		
1	4	1	13	I notice Susie is not at home. 	0	NaN		
1	4	1	14	Where did she go? 	0	NaN		
1	4	1	15	Then I spot her trotting down the street towards town. 	0	NaN		
1	4	1	16	I quickly follow. 	0	NaN		
1	4	1	17	Susie has turned the corner and is walking down the block towards the traffic light. 	0	NaN		
1	4	1	18	She passes the corner store and walks behind the small strip mall, 	0	NaN		
1	4	1	19	I start thinking that I know where she is going.	1	6	I think I know where she is going. 	
1	4	1	20	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	0	NaN		
1	4	1	21	I see that Susie has joined several of her cat colleagues.  	0	NaN		
1	4	1	22	Mr. Johnston comes out of the back door, carrying several black trash bags.  	0	NaN		
1	4	1	23	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	0	NaN		
1	4	1	24	He scatters these on the ground and watches the cats pounce on them.  	1	7	the guy put the remains of the fish In the trash and throws the heads on the ground for the cats	
1	4	1	25	He spies me lurking by the corner of the strip mall.	0	NaN		
1	4	1	26	“Hi Ryan,” he calls in his thick Brooklyn accent. 	0	NaN		
1	4	1	27	“So this is where Susie comes at noon,” I say, walking towards him. 	0	NaN		
