,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
39,5,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
40,5,1,1,41,The old man never hunted bears again,0,,,
41,5,1,2,1,One fine day an old Maine man was fishing ,1,1,One fine day an old Maine man was fishing ,
42,5,1,2,2,on his favorite lake ,1,2,on his favorite lake ,Changed favourite to favorite
43,5,1,2,3,and catching very little,1,3,catching very little,
44,5,1,2,4,"Finally, he gave up",1,4,Finally he gave up ,
45,5,1,2,5,and walked back along the shore to his fishing shack,1,5,walked back along the shore to his fishing shack,
46,5,1,2,6,"When he got close to the front door, he saw it was open.",1,6,"As he approached, he noticed the door to the shack was wide open",
47,5,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,7,"Being of a suspicious nature, he crept quietly up to the door",
48,5,1,2,8,There was a big black bear,1,8,A huge black bear was inside,
49,5,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,9,tearing the cork out of his jug of molasses,
50,5,1,2,10,The molasses spilled all over the floor,1,10,The molasses spilled on the floor,
51,5,1,2,11,"and the bear rubbed his paw in it, smearing it all over",1,11,and the bear smeared his paw in it,
52,5,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,12,"When the old man saw the bear he screamed, and startled the bear. The bear ran to the lake",
53,5,1,2,13,Standing on its hind legs,1,13,stood on its hind legs,
54,5,1,2,14,it held up the paw full of molasses,1,14,held the sticky paw high in the air,Arm changed to air
55,5,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
56,5,1,2,16,all over the sticky sweet paw,1,15,"sweet, sticky paw",
57,5,1,2,17,Then the bear waded into the water,1,16,The bear waded into the water,
58,5,1,2,18,with his sticky paw full of bugs,1,17,held the paw full of bugs ,Pawful to paw full
59,5,1,2,19,It held the paw out over the water,1,18,over it,
60,5,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,19,Suddenly a trout jumped out of the water,
61,5,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,20,and the bear swatted it to shore,
62,5,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,Miscounted in orig data excluded here
63,5,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,21,"Everytime a trout jumped out of the water, the bear cuffed it to shore",
64,5,1,2,24,Soon it had a large pile,0,,,
65,5,1,2,25,The old man had caught nothing,0,,,
66,5,1,2,26,He watched that bear eat half a dozen trout,1,22,The old man watched the bear eat half a dozen trout,
67,5,1,2,27,his stomach rumbling,1,23,his stomach rumbling,
68,5,1,2,28,All he had for dinner was some bread and what was left of the molasses,1,24,All he had for dinner was some bread and what was left of the molasses,
69,5,1,2,29,Finally the bear paused in his eating,0,,,
70,5,1,2,30,and looked over to the bushes where the old man was hidden,1,25,The bear looked up,
71,5,1,2,31,The bear stood up and laid the remaining fish in a row,0,,,
72,5,1,2,32,Then it walked away up the shore,1,26,left,
73,5,1,2,33,The old man crept out of the bushes and down to the shore,1,27,The old man crept down to the shore,
74,5,1,2,34,"Sure enough, the bear had left six large trout for him",1,28,"Sure enough, the bear had left him six large trout",Changed 6 to six
75,5,1,2,35,He looked over at the bear,1,29,He looked up and saw the bear ,
76,5,1,2,36,It was standing at the edge of the wood watching,1,30,watching from the woods,
77,5,1,2,37,"""Thanks a lot,"" the old man called to the bear",1,31,"“Thanks a lot,” he called",
78,5,1,2,38,The bear waved the now-clean paw at the old man,1,32,The bear waved his now clean paw ,
79,5,1,2,39,and disappeared into the thicket,1,33,went away,
80,5,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,34,"“well,” said the man, “that’s the first time any bear has paid me for my molasses.”",
81,5,1,2,41,The old man never hunted bears again,1,35,He never hunted bears again,
82,5,1,3,1,One fine day an old Maine man was fishing ,1,1,An old Maine man was fishing ,
83,5,1,3,2,on his favorite lake ,1,2,at his favorite lake ,Changed favourite to favorite
84,5,1,3,3,and catching very little,1,3,was not having any luck,
85,5,1,3,4,"Finally, he gave up",1,4,He decided to go in for the day,
86,5,1,3,5,and walked back along the shore to his fishing shack,1,5,went back up to his fishing shack,
87,5,1,3,6,"When he got close to the front door, he saw it was open.",1,6,Once he got there he noticed that the door was wide open,
88,5,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,7,"Being of a suspicious nature, he crept quietly inside",
89,5,1,3,8,There was a big black bear,1,8,a black bear ,
90,5,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,1,9,tearing off the cork to a jar of molasses with his teeth,
91,5,1,3,10,The molasses spilled all over the floor,1,10,The molasses spilled on the floor,
92,5,1,3,11,"and the bear rubbed his paw in it, smearing it all over",1,11,and the bear swiped his paw in it,
93,5,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,12,"When the old man saw the bear, he screamed, which startled the bear. The bear ran down to the lake ",
94,5,1,3,13,Standing on its hind legs,0,,,
95,5,1,3,14,it held up the paw full of molasses,1,13,held his paw in the air,
96,5,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,1,14,soon attracted a swarm of bugs and insects,
97,5,1,3,16,all over the sticky sweet paw,1,15,the sticky paw,
98,5,1,3,17,Then the bear waded into the water,0,,,
99,5,1,3,18,with his sticky paw full of bugs,0,,,
100,5,1,3,19,It held the paw out over the water,1,16,The bear held the paw out over the water,
101,5,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,17,suddenly a fish jumped out of the water,
102,5,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,1,18,and the bear swatted it to shore,
103,5,1,3,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,
104,5,1,3,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
105,5,1,3,24,Soon it had a large pile,0,,,
106,5,1,3,25,The old man had caught nothing,0,,,
107,5,1,3,26,He watched that bear eat half a dozen trout,0,,,
108,5,1,3,27,his stomach rumbling,1,19,his stomach growling,
109,5,1,3,28,All he had for dinner was some bread and what was left of the molasses,1,20,he only had some bread and what was left of the molasses for dinner,
110,5,1,3,29,Finally the bear paused in his eating,0,,,
111,5,1,3,30,and looked over to the bushes where the old man was hidden,1,21,He then looked up,
112,5,1,3,31,The bear stood up and laid the remaining fish in a row,0,,,
113,5,1,3,32,Then it walked away up the shore,1,22,left,
114,5,1,3,33,The old man crept out of the bushes and down to the shore,1,23,The old man walked down to the shore,
115,5,1,3,34,"Sure enough, the bear had left six large trout for him",1,24,"sure enough, the bear had left him half a dozen fish",
116,5,1,3,35,He looked over at the bear,1,25,The old man looked up,
117,5,1,3,36,It was standing at the edge of the wood watching,1,26,saw the bear standing behind a tree in the distance,
118,5,1,3,37,"""Thanks a lot,"" the old man called to the bear",1,27,"“Thanks,” he called",
119,5,1,3,38,The bear waved the now-clean paw at the old man,1,28,The bear waved his now clean paw,
120,5,1,3,39,and disappeared into the thicket,1,29,went off,
121,5,1,3,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,30,"“Well,” said the old man, “that’s the first time a bear has ever paid me for my molasses.”",
122,5,1,3,41,The old man never hunted bears again,1,31,He never hunted bears again,
123,5,2,1,1,I was shopping at my local supermarket,1,1,I was shopping at my local supermarket ,
124,5,2,1,2,as I normally have for years.,1,2,as I have for years,
125,5,2,1,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,This time I had done about two weeks worth of shopping,
126,5,2,1,4,and was headed toward the register to pay for my groceries.,1,4,I went to get in line to pay for it,
127,5,2,1,5,I reached into my back right pocket,0,,,
128,5,2,1,6,to grab the money to pay,1,5,to get the money,
129,5,2,1,7,and noticed that there was no money in there.,1,6,noticed it wasn’t there,
130,5,2,1,8,I started to get nervous.,0,,,
131,5,2,1,9,I knew my pocket book was in the car ,0,,,
132,5,2,1,10,and I was sure I had put the money in my back right pocket.,0,,,
133,5,2,1,11,"I look at cashier with a confused look,",1,7,I gave the cashier a confused look,
134,5,2,1,12,not knowing what to do.,1,8,not knowing what to do,
135,5,2,1,13,There were people behind me on the line ,0,,,
136,5,2,1,14,and I immediately thought about the money I left in the car,1,9,I thought about my pocketbook in the car,
137,5,2,1,15,that was intended to pay rent this month.,1,10,with the money intended to pay this month’s rent. ,
138,5,2,1,16,She told me to speak with the courtesy counter.,1,11,The cashier told me to check with the courtesy counter. ,
139,5,2,1,17,"I laughed and said,",1,12,I laughed ,
140,5,2,1,18,"""But it was cash, no one would hand that in!""  ",1,13,"“But it was cash, no one would turn that in!”",
141,5,2,1,19,I decided that there was no harm in checking ,1,14,I decided there was no harm in checking,
142,5,2,1,20,so I walked up to a woman behind the counter ,1,15,so I went up to the woman behind the counter ,
143,5,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,16,"said “I have to ask, did anyone turn in any cash?” ",
144,5,2,1,22,"She asked ""How much?""  ",1,17,“How much?” she replied. ,
145,5,2,1,23,My face then lit up.,1,18,I lit up,
146,5,2,1,24,"""$200 ",1,19,200,
147,5,2,1,25,"in the form of twenty dollar bills."" I replied.",1,20,in the form of twenty dollar bills.” ,
148,5,2,1,26,"She said, ""Actually, yes, someone did!""  ",1,21,"“Actually yes, someone did!” She replied",
149,5,2,1,27,I was so surprised! ,0,,,
150,5,2,1,28,"""Who? I want to thank them.""  ",1,22,"“Who are they? I want to thank them,” ",
151,5,2,1,29,She points to a young girl ,1,23;25,She pointed to a;girl,
152,5,2,1,30,about 10 years old ,1,24,ten-year-old ,changed 10 to ten
153,5,2,1,31,"and says, ""She did."" ",0,,,
154,5,2,1,32,I walked over to the mom,1,26;28,I went over;the mother,
155,5,2,1,33,and hugged her.,1,27,and hugged ,
156,5,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",1,29," who said, “Actually it was my daughter.” ",
157,5,2,1,35,"I was so happy, ",0,,,
158,5,2,1,36,I was almost in tears. ,1,30,I was almost in tears,
159,5,2,1,37,I decided in those moments to do my duty ,1,31,I decided from that moment on ,
160,5,2,1,38,to pay forward this act of kindness ,1,32,to pay that act of kindness forward.,
161,5,2,1,39,every opportunity I had.,0,,,Miscounted in original data excluded here
162,5,2,2,1,I was shopping at my local supermarket,1,1,I was shopping at my local supermarket ,
163,5,2,2,2,as I normally have for years.,1,2,as I normally have for years,
164,5,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"One particular day, I had done about two weeks worth of shopping ",changed 2 to two
165,5,2,2,4,and was headed toward the register to pay for my groceries.,1,4,went to the register to pay for it,
166,5,2,2,5,I reached into my back right pocket,1,5,I reached into my back right pocket ,
167,5,2,2,6,to grab the money to pay,0,,,
168,5,2,2,7,and noticed that there was no money in there.,1,6,noticed there was no money in there,
169,5,2,2,8,I started to get nervous.,1,7,I started to get nervous,
170,5,2,2,9,I knew my pocket book was in the car ,1,8,My pocketbook was in the car ,
171,5,2,2,10,and I was sure I had put the money in my back right pocket.,1,9,and I was sure I had put the money in my back right pocket,
172,5,2,2,11,"I look at cashier with a confused look,",1,10,I looked at the cashier,
173,5,2,2,12,not knowing what to do.,1,11,not knowing what to do. ,
174,5,2,2,13,There were people behind me on the line ,1,12,There were people behind me in line ,
175,5,2,2,14,and I immediately thought about the money I left in the car,1,13,and I immediately thought of my pocketbook in the car with the money ,
176,5,2,2,15,that was intended to pay rent this month.,1,14,intended to pay this month’s rent,
177,5,2,2,16,She told me to speak with the courtesy counter.,1,15,The cashier told me to visit the courtesy counter,
178,5,2,2,17,"I laughed and said,",1,16,I laughed,
179,5,2,2,18,"""But it was cash, no one would hand that in!""  ",1,17,"“But it was in cash, no one would hand that in!”",
180,5,2,2,19,I decided that there was no harm in checking ,1,18,I decided there was no harm in checking,
181,5,2,2,20,so I walked up to a woman behind the counter ,1,19,so I walked up to the woman behind the counter ,
182,5,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,20,"and said “I have to ask, did anyone turn in cash by any chance?” ",
183,5,2,2,22,"She asked ""How much?""  ",1,21,"She asked, “How much?” ",
184,5,2,2,23,My face then lit up.,1,22,My face then lit up,
185,5,2,2,24,"""$200 ",1,23,200,
186,5,2,2,25,"in the form of twenty dollar bills."" I replied.",1,24,in the form on twenty dollar bills,changed 20 to twenty
187,5,2,2,26,"She said, ""Actually, yes, someone did!""  ",1,25,"“Actually yes, someone did!” ",
188,5,2,2,27,I was so surprised! ,1,26,I was surprised,
189,5,2,2,28,"""Who? I want to thank them.""  ",1,27,“Who was it? I want to thank them.” ,
190,5,2,2,29,She points to a young girl ,1,28;30,She pointed to;girl,
191,5,2,2,30,about 10 years old ,1,29,a ten-year-old ,changed 10 to ten
192,5,2,2,31,"and says, ""She did."" ",1,31,said “She did.” ,
193,5,2,2,32,I walked over to the mom,1,32,I went over and gave the mother ,
194,5,2,2,33,and hugged her.,1,33,a hug,
195,5,2,2,34,"She said, ""It wasn't me, it was my daughter"". ",1,34,"who said “Actually it wasn’t me, it was my daughter",
196,5,2,2,35,"I was so happy, ",0,,,
197,5,2,2,36,I was almost in tears. ,1,35,I was almost in tears,
198,5,2,2,37,I decided in those moments to do my duty ,1,36,I decided in those moment ,
199,5,2,2,38,to pay forward this act of kindness ,1,37,to pay this act of kindness forward ,
200,5,2,2,39,every opportunity I had.,1,38,every opportunity I got,
201,5,2,3,1,I was shopping at my local supermarket,1,1,I was shopping at my local grocery store ,
202,5,2,3,2,as I normally have for years.,0,,,
203,5,2,3,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,2,had done about two weeks worth of shopping,changed 2 to two
204,5,2,3,4,and was headed toward the register to pay for my groceries.,1,3,I went up to the register to pay ,
205,5,2,3,5,I reached into my back right pocket,1,4,reached into my back right pocket ,
206,5,2,3,6,to grab the money to pay,1,5,"for the money, ",
207,5,2,3,7,and noticed that there was no money in there.,1,6,when I noticed it wasn’t there. ,
208,5,2,3,8,I started to get nervous.,1,7,"I began to worry, ",
209,5,2,3,9,I knew my pocket book was in the car ,0,8,,
210,5,2,3,10,and I was sure I had put the money in my back right pocket.,1,9,I knew I had put the money from my wallet into my back right pocket,
211,5,2,3,11,"I look at cashier with a confused look,",1,10,I looked at the cashier,
212,5,2,3,12,not knowing what to do.,1,11,unsure of what to do,
213,5,2,3,13,There were people behind me on the line ,0,,,
214,5,2,3,14,and I immediately thought about the money I left in the car,1,12,I thought immediately of the money in my wallet in my car ,
215,5,2,3,15,that was intended to pay rent this month.,1,13,which was supposed to go towards this month’s rent,
216,5,2,3,16,She told me to speak with the courtesy counter.,1,14,The cashier suggested I go to the front desk ,
217,5,2,3,17,"I laughed and said,",1,15,I laughed,
218,5,2,3,18,"""But it was cash, no one would hand that in!""  ",1,16,"“But it was cash, no one would have turned that in!”",
219,5,2,3,19,I decided that there was no harm in checking ,1,17,I decided there was no harm in checking,
220,5,2,3,20,so I walked up to a woman behind the counter ,1,18,so I went up to a woman behind the counter ,
221,5,2,3,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,19,"and asked “By any chance, did anyone turn in any money in cash?” ",
222,5,2,3,22,"She asked ""How much?""  ",1,20,“How much?” she replied,
223,5,2,3,23,My face then lit up.,1,21,My face then lit up,
224,5,2,3,24,"""$200 ",1,22,200,changed two hundred to 200
225,5,2,3,25,"in the form of twenty dollar bills."" I replied.",1,23,in the form of twenty-dollar bills.” ,
226,5,2,3,26,"She said, ""Actually, yes, someone did!""  ",1,24,"“Actually, someone did!” ",
227,5,2,3,27,I was so surprised! ,0,,,
228,5,2,3,28,"""Who? I want to thank them.""  ",1,25,“Who was it?” I asked. “I want to thank them.”,
229,5,2,3,29,She points to a young girl ,1,26;28,The woman pointed to a;girl behind me,
230,5,2,3,30,about 10 years old ,1,27,ten-year old ,changed 10 to ten
231,5,2,3,31,"and says, ""She did."" ",1,29,“She did.” ,
232,5,2,3,32,I walked over to the mom,1,30,I went up to the mother ,
233,5,2,3,33,and hugged her.,1,31,gave her a big hug,
234,5,2,3,34,"She said, ""It wasn't me, it was my daughter"". ",1,32,"“Actually, it was my daughter,” she said",
235,5,2,3,35,"I was so happy, ",0,,,
236,5,2,3,36,I was almost in tears. ,0,,,
237,5,2,3,37,I decided in those moments to do my duty ,0,,,
238,5,2,3,38,to pay forward this act of kindness ,1,33,now I pay that act of kindness forward ,
239,5,2,3,39,every opportunity I had.,1,34,whenever I can,
240,5,3,1,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters had a dream that he could fly,
241,5,3,1,2,"The problem was that Larry's vision was poor, ",1,2,"The problem was that Larry’s vision was poor,",
242,5,3,1,3,and he was thus ill-suited to become a pilot. ,1,3,thus making him ill-suited to become a pilot,
243,5,3,1,4,"Most people, faced with similar limitations, might let go of such a dream.",1,4,"Most people, when faced with these challenges,  might give up",
244,5,3,1,5,Larry Walters was not most people. ,1,5,Larry Walters was not most people. ,
245,5,3,1,6,On a sunny summer day ,1,6,On one sunny summer day ,
246,5,3,1,7,"in 1982, ",1,7,in 1982,
247,5,3,1,8,in his modest backyard ,1,8,in his modest backyard ,
248,5,3,1,9,"in San Pedro, ",1,9,"in San Pedro, ",
249,5,3,1,10,Larry boarded a makeshift aircraft ,1,10,Larry Walters boarded a makeshift aircraft ,
250,5,3,1,11,"comprising a lawn chair, ",1,11,"comprised of a lawn chair, ",
251,5,3,1,12,"a seat belt, ",1,12,"a seatbelt, ",
252,5,3,1,13,and forty-odd weather balloons. ,1,13,and thirty odd weather balloons,changed 30 to thirty
253,5,3,1,14,"Armed with a pellet gun, ",1,14,Armed with a bb gun,
254,5,3,1,15,"a CB radio, ",1,15,a CB radio,
255,5,3,1,16,"and a cooler full of sandwiches, ",1,16,"a cooler of sandwiches, ",
256,5,3,1,17,he released the line that tethered his craft ,1,17,Larry’s plan was to cut the tether that tied him ,
257,5,3,1,18,"to his Jeep, ",1,18,"to his Jeep, ",
258,5,3,1,19,"rose to a height of thirty feet or so, ",1,19,"rise thirty feet in the air, ",changed 30 to thirty
259,5,3,1,20,and had himself a little picnic. ,1,20,and have himself a little picnic,
260,5,3,1,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,21,He would then shoot a few of the weather balloons and float gently back to earth,
261,5,3,1,22,just as easy as could be.,0,,,
262,5,3,1,23,"But Larry, it would seem, was not so good with physics. ",1,22,But Larry was not so good at physics,
263,5,3,1,24,"When he released the tether, his craft rose ",1,23,when he cut the tether,
264,5,3,1,25,"15,000 feet in the air. ",1,24,"he floated 15,000 feet in the air. ",
265,5,3,1,26,"According to some reports, ",1,25,Some reports say that ,
266,5,3,1,27,"he didn't dare shoot out the balloons, ",1,26,"Larry didn’t dare shoot any of the weather balloons, ",
267,5,3,1,28,for fear the chair would tip. ,1,27,for fear that the chair would tip,
268,5,3,1,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
269,5,3,1,30,disrupting air traffic. ,1,28,caused a problem with air traffic. ,
270,5,3,1,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,29,It must have looked odd to onlookers—,
271,5,3,1,32,"a man in a lawn chair with a gun, ",0,,,
272,5,3,1,33,some three miles above the ground. ,1,30,floating three miles in the air ,changed 3 to three
273,5,3,1,34,"He did finally touch down safely, ",0,,,
274,5,3,1,35,though not before getting tangled in some power lines ,0,,,
275,5,3,1,36,and knocking out power in the entire Long Beach area. ,0,,,
276,5,3,1,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,31,When Larry made it back to the ground he was promptly arrested,
277,5,3,1,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
278,5,3,1,39,"But by the time they nabbed him, the story had spread, ",0,,,
279,5,3,1,40,and a few crack reporters witnessed his arrest. ,0,,,
280,5,3,1,41,One of those reporters asked why he'd done it. ,1,32,Some reporters asked him why he’d do such a thing,
281,5,3,1,42,Larry's response? ,1,33,His response? ,
282,5,3,1,43,"""A man can't just sit around.""",1,34,“A man can’t just sit around.”,
283,5,3,2,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters had a dream he could fly,
284,5,3,2,2,"The problem was that Larry's vision was poor, ",1,2,"The problem was that Larry’s vision was poor, ",
285,5,3,2,3,and he was thus ill-suited to become a pilot. ,1,3,thus making him ill-suited to be a pilot,
286,5,3,2,4,"Most people, faced with similar limitations, might let go of such a dream.",1,4,"Most people, when faced with similar limitations, might have given up this dream",
287,5,3,2,5,Larry Walters was not most people. ,1,5,Larry Walters was not most people. ,
288,5,3,2,6,On a sunny summer day ,1,6,On a sunny summer day ,
289,5,3,2,7,"in 1982, ",1,7,in 1982,
290,5,3,2,8,in his modest backyard ,1,8,in his modest backyard ,
291,5,3,2,9,"in San Pedro, ",1,9,"in San Pedro, ",
292,5,3,2,10,Larry boarded a makeshift aircraft ,1,10,Larry boarded a makeshift aircraft ,
293,5,3,2,11,"comprising a lawn chair, ",1,11,comprising a lawn chair,
294,5,3,2,12,"a seat belt, ",1,12,a seatbelt,
295,5,3,2,13,and forty-odd weather balloons. ,1,13,and forty-odd weather balloons,
296,5,3,2,14,"Armed with a pellet gun, ",1,14,Armed with a pellet gun,
297,5,3,2,15,"a CB radio, ",1,15,a CB radio,
298,5,3,2,16,"and a cooler full of sandwiches, ",1,16,"and a cooler full of sandwiches, ",
299,5,3,2,17,he released the line that tethered his craft ,1,17,Larry cut the tie that tethered him ,
300,5,3,2,18,"to his Jeep, ",1,18,to his Jeep,
301,5,3,2,19,"rose to a height of thirty feet or so, ",1,19,rose thirty feet in the air,
302,5,3,2,20,and had himself a little picnic. ,1,20,had himself a little picnic,
303,5,3,2,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,21,He planned to shoot out a couple of the weather balloons and float gently back to earth,
304,5,3,2,22,just as easy as could be.,1,22,simple as could be,
305,5,3,2,23,"But Larry, it would seem, was not so good with physics. ",1,23,"But Larry, it would seem, was not so good with physics",
306,5,3,2,24,"When he released the tether, his craft rose ",1,24,When he cut the tether,
307,5,3,2,25,"15,000 feet in the air. ",1,25,"he rose 15,000 feet into the air",
308,5,3,2,26,"According to some reports, ",1,26,Some reports say that ,
309,5,3,2,27,"he didn't dare shoot out the balloons, ",1,27,Larry didn’t dare shoot any of the balloons ,
310,5,3,2,28,for fear the chair would tip. ,1,28,for fear that the chair would tip,
311,5,3,2,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",1,29,Eventually he floated into the Long Beach landing corridor,changed alnding to landing
312,5,3,2,30,disrupting air traffic. ,1,30,disrupting traffic. ,
313,5,3,2,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,31,Imagine for a second how that must have looked the the aircrafts standing by,changed imagien to imagine
314,5,3,2,32,"a man in a lawn chair with a gun, ",0,,,
315,5,3,2,33,some three miles above the ground. ,1,32,floating three miles above the earth,changed 3 to three
316,5,3,2,34,"He did finally touch down safely, ",1,33,Larry did eventually land,
317,5,3,2,35,though not before getting tangled in some power lines ,1,34,but not before getting tangled in some powerlines ,
318,5,3,2,36,and knocking out power in the entire Long Beach area. ,1,35,knocking out power for the entirety of Long Beach,
319,5,3,2,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,36,Larry was promptly arrested upon landing,
320,5,3,2,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
321,5,3,2,39,"But by the time they nabbed him, the story had spread, ",1,37,The story had gotten out a little while before his arrest,
322,5,3,2,40,and a few crack reporters witnessed his arrest. ,1,38,some crack reporters were there to witness it. ,
323,5,3,2,41,One of those reporters asked why he'd done it. ,1,39,One asked why he did it. ,
324,5,3,2,42,Larry's response? ,1,40,His response? ,changed respine to response
325,5,3,2,43,"""A man can't just sit around.""",1,41,“A man can’t just sit around.”,
326,5,3,3,1,Larry Walters had a dream that he could fly.  ,0,,,
327,5,3,3,2,"The problem was that Larry's vision was poor, ",1,1,"The problem was, Lester’s eyesight was too terrible ",
328,5,3,3,3,and he was thus ill-suited to become a pilot. ,1,2,to be a pilot,
329,5,3,3,4,"Most people, faced with similar limitations, might let go of such a dream.",1,3,"Most people, when faced with these challenges, would have given up this dream",
330,5,3,3,5,Larry Walters was not most people. ,0,,,
331,5,3,3,6,On a sunny summer day ,0,,,
332,5,3,3,7,"in 1982, ",0,,,
333,5,3,3,8,in his modest backyard ,0,,,
334,5,3,3,9,"in San Pedro, ",0,,,
335,5,3,3,10,Larry boarded a makeshift aircraft ,1,4,"One day, he strapped himself into a flying machine ",
336,5,3,3,11,"comprising a lawn chair, ",1,5,consisting of a lawn chair,
337,5,3,3,12,"a seat belt, ",1,6,a seatbelt,
338,5,3,3,13,and forty-odd weather balloons. ,1,7,and forty-odd weather balloons. ,changed 40 to forty
339,5,3,3,14,"Armed with a pellet gun, ",1,8;10,Armed with;a pellet gun,
