,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
127,15,2,1,5,I reached into my back right pocket,0,,,
128,15,2,1,6,to grab the money to pay,1,4,to pay,
129,15,2,1,7,and noticed that there was no money in there.,1,5,there was no money,
130,15,2,1,8,I started to get nervous.,1,6,I panicked,
131,15,2,1,9,I knew my pocket book was in the car ,1,7,My checkbook was in the car,
132,15,2,1,10,and I was sure I had put the money in my back right pocket.,1,11,I thought I had the money in my pocket. ,
133,15,2,1,11,"I look at cashier with a confused look,",1,9,I gave the cashier a confused look,
134,15,2,1,12,not knowing what to do.,0,,,
135,15,2,1,13,There were people behind me on the line ,1,10,There were people on the line ,
136,15,2,1,14,and I immediately thought about the money I left in the car,0,,,
137,15,2,1,15,that was intended to pay rent this month.,1,8,but the cash in there was for rent,
138,15,2,1,16,She told me to speak with the courtesy counter.,0,,,
139,15,2,1,17,"I laughed and said,",1,13,I laughed and thought,
140,15,2,1,18,"""But it was cash, no one would hand that in!""  ",1,12;14,“It was cash;Who would turn that in?”,
141,15,2,1,19,I decided that there was no harm in checking ,0,,,
142,15,2,1,20,so I walked up to a woman behind the counter ,0,,,
143,15,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,15,“I have to ask. Did somebody find ,
144,15,2,1,22,"She asked ""How much?""  ",0,,,
145,15,2,1,23,My face then lit up.,0,,,
146,15,2,1,24,"""$200 ",1,16,200,
147,15,2,1,25,"in the form of twenty dollar bills."" I replied.",1,17,in twenties,changed $20's to twenties
148,15,2,1,26,"She said, ""Actually, yes, someone did!""  ",0,,,
149,15,2,1,27,I was so surprised! ,0,,,
150,15,2,1,28,"""Who? I want to thank them.""  ",0,,,
151,15,2,1,29,She points to a young girl ,0,,,
152,15,2,1,30,about 10 years old ,1,18,My ten-year old daughter.” ,
153,15,2,1,31,"and says, ""She did."" ",0,,,Miscounted in orig data excluded here
154,15,2,1,32,I walked over to the mom,0,,,
155,15,2,1,33,and hugged her.,0,,,
156,15,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",0,,,
157,15,2,1,35,"I was so happy, ",0,,,
158,15,2,1,36,I was almost in tears. ,0,,,
159,15,2,1,37,I decided in those moments to do my duty ,1,19,I was so relieved in that moment that I decided ,
160,15,2,1,38,to pay forward this act of kindness ,1,20,to pay forward any act of kindness,
161,15,2,1,39,every opportunity I had.,0,,,
162,15,2,2,1,I was shopping at my local supermarket,1,1,One particular day I was shopping at the local grocery store ,
163,15,2,2,2,as I normally have for years.,1,2,I had attended for years,
164,15,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,I had about two weeks’ worth of groceries ,
165,15,2,2,4,and was headed toward the register to pay for my groceries.,1,4,was headed to the register,
166,15,2,2,5,I reached into my back right pocket,0,,,
167,15,2,2,6,to grab the money to pay,1,5,"to pay, ",
168,15,2,2,7,and noticed that there was no money in there.,1,6,but nothing was there,
169,15,2,2,8,I started to get nervous.,1,7, I panicked,
170,15,2,2,9,I knew my pocket book was in the car ,1,8,I had my checkbook but it was all the way in the car,
171,15,2,2,10,and I was sure I had put the money in my back right pocket.,1,11,I thought the cash was in my right back pocket,
172,15,2,2,11,"I look at cashier with a confused look,",1,9,I looked at the cashier with confusion,
173,15,2,2,12,not knowing what to do.,0,,,
174,15,2,2,13,There were people behind me on the line ,1,10,There were people on the line,
175,15,2,2,14,and I immediately thought about the money I left in the car,0,,,
176,15,2,2,15,that was intended to pay rent this month.,0,,,
177,15,2,2,16,She told me to speak with the courtesy counter.,1,12,She told me to see the contact counter,
178,15,2,2,17,"I laughed and said,",1,14,I laughed and said,
179,15,2,2,18,"""But it was cash, no one would hand that in!""  ",1,13;15,“But it was cash;Who would turn that in?”,
180,15,2,2,19,I decided that there was no harm in checking ,0,,,
181,15,2,2,20,so I walked up to a woman behind the counter ,1,16,I asked the counter lady ,
182,15,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,17,if anyone by any chance had turned in some cash,
183,15,2,2,22,"She asked ""How much?""  ",0,,,
184,15,2,2,23,My face then lit up.,0,,,
185,15,2,2,24,"""$200 ",1,19,200 dollars,changed two hundred to 200
186,15,2,2,25,"in the form of twenty dollar bills."" I replied.",1,20,in rolled up twenties,
187,15,2,2,26,"She said, ""Actually, yes, someone did!""  ",1,18,"“Why yes actually,” she said. ",
188,15,2,2,27,I was so surprised! ,0,,,
189,15,2,2,28,"""Who? I want to thank them.""  ",0,,,
190,15,2,2,29,She points to a young girl ,1,21;23,she pointed to a;girl,
191,15,2,2,30,about 10 years old ,1,22,ten-year old ,
192,15,2,2,31,"and says, ""She did."" ",0,,,
193,15,2,2,32,I walked over to the mom,1,24;26,I ran up;the mother,
194,15,2,2,33,and hugged her.,1,25,to hug ,
195,15,2,2,34,"She said, ""It wasn't me, it was my daughter"". ",1,,"who said, “It wasn’t me. It was my daughter.” ",
196,15,2,2,35,"I was so happy, ",0,,,
197,15,2,2,36,I was almost in tears. ,0,,,
198,15,2,2,37,I decided in those moments to do my duty ,1,27,I was so grateful in that moment that I decided ,
199,15,2,2,38,to pay forward this act of kindness ,1,28,to repay any act of kindness,
200,15,2,2,39,every opportunity I had.,0,,,
201,15,2,3,1,I was shopping at my local supermarket,1,1,"A woman was in her local market, purchasing her goods just like any other shopper",
202,15,2,3,2,as I normally have for years.,0,,,
203,15,2,3,3,"One particular day, I had done about 2 weeks’ worth of shopping",0,,,
204,15,2,3,4,and was headed toward the register to pay for my groceries.,1,2,When she went to check out,
205,15,2,3,5,I reached into my back right pocket,0,,,
206,15,2,3,6,to grab the money to pay,0,,,
207,15,2,3,7,and noticed that there was no money in there.,1,3,she realized she was missing the $200 in cash she had carried for her purchase. ,
208,15,2,3,8,I started to get nervous.,0,,,
209,15,2,3,9,I knew my pocket book was in the car ,0,,,
210,15,2,3,10,and I was sure I had put the money in my back right pocket.,0,,,
211,15,2,3,11,"I look at cashier with a confused look,",0,,,
212,15,2,3,12,not knowing what to do.,0,,,
213,15,2,3,13,There were people behind me on the line ,0,,,
214,15,2,3,14,and I immediately thought about the money I left in the car,1,4,"She thought of her checkbook in her car, ",
215,15,2,3,15,that was intended to pay rent this month.,1,5,but then she thought about the bills she had to pay with those. ,
216,15,2,3,16,She told me to speak with the courtesy counter.,1,6,"Sympathetic, the check-out girl pointed her to the help desk",
217,15,2,3,17,"I laughed and said,",0,,,
218,15,2,3,18,"""But it was cash, no one would hand that in!""  ",1,7,“Who would return such a large fund?” she thought,
219,15,2,3,19,I decided that there was no harm in checking ,0,,,
220,15,2,3,20,so I walked up to a woman behind the counter ,1,8,The help desk lady ,
221,15,2,3,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",0,,,
222,15,2,3,22,"She asked ""How much?""  ",0,,,
223,15,2,3,23,My face then lit up.,0,,,
224,15,2,3,24,"""$200 ",0,,,
225,15,2,3,25,"in the form of twenty dollar bills."" I replied.",0,,,
226,15,2,3,26,"She said, ""Actually, yes, someone did!""  ",1,9,"by confirming someone had turned in that sum, ",
227,15,2,3,27,I was so surprised! ,0,,,
228,15,2,3,28,"""Who? I want to thank them.""  ",0,,,
229,15,2,3,29,She points to a young girl ,0,,,
230,15,2,3,30,about 10 years old ,0,,,
231,15,2,3,31,"and says, ""She did."" ",0,,,
232,15,2,3,32,I walked over to the mom,0,,,
233,15,2,3,33,and hugged her.,0,,,
234,15,2,3,34,"She said, ""It wasn't me, it was my daughter"". ",1,10,"The woman replied, “It wasn’t me, it was my daughter.”",
235,15,2,3,35,"I was so happy, ",0,,,
236,15,2,3,36,I was almost in tears. ,0,,,
237,15,2,3,37,I decided in those moments to do my duty ,0,,,
238,15,2,3,38,to pay forward this act of kindness ,0,,,
239,15,2,3,39,every opportunity I had.,0,,,
240,15,3,1,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters always had a dream he could fly,
241,15,3,1,2,"The problem was that Larry's vision was poor, ",1,2,"Sadly, his vision was too poor",
242,15,3,1,3,and he was thus ill-suited to become a pilot. ,0,,,
243,15,3,1,4,"Most people, faced with similar limitations, might let go of such a dream.",1,3,This would deter most people,
244,15,3,1,5,Larry Walters was not most people. ,1,4,but not Larry Walters ,
245,15,3,1,6,On a sunny summer day ,0,,,
246,15,3,1,7,"in 1982, ",0,,,
247,15,3,1,8,in his modest backyard ,0,,,
248,15,3,1,9,"in San Pedro, ",1,5,of San Pedro,
249,15,3,1,10,Larry boarded a makeshift aircraft ,1,6,He built a makeshift aircraft ,
250,15,3,1,11,"comprising a lawn chair, ",1,7,with a lawn chair,
251,15,3,1,12,"a seat belt, ",0,,,
252,15,3,1,13,and forty-odd weather balloons. ,1,9,about forty weather balloons,
253,15,3,1,14,"Armed with a pellet gun, ",1,8,a pellet gun,
254,15,3,1,15,"a CB radio, ",1,10,a CB radio,
255,15,3,1,16,"and a cooler full of sandwiches, ",0,,,
256,15,3,1,17,he released the line that tethered his craft ,0,,,
257,15,3,1,18,"to his Jeep, ",0,,,
258,15,3,1,19,"rose to a height of thirty feet or so, ",0,,,
259,15,3,1,20,and had himself a little picnic. ,0,,,
260,15,3,1,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,11,he figured he’d shoot out a couple balloons ,
261,15,3,1,22,just as easy as could be.,0,,,
262,15,3,1,23,"But Larry, it would seem, was not so good with physics. ",1,12,"Larry wasn’t good with physics,",
263,15,3,1,24,"When he released the tether, his craft rose ",0,,,
264,15,3,1,25,"15,000 feet in the air. ",1,13,"he found himself 15,000 feet in the air",
265,15,3,1,26,"According to some reports, ",0,,,
266,15,3,1,27,"he didn't dare shoot out the balloons, ",1,14,He didn’t shoot out one balloon ,
267,15,3,1,28,for fear the chair would tip. ,1,15,out of fear the chair would tip,
268,15,3,1,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
269,15,3,1,30,disrupting air traffic. ,0,,,
270,15,3,1,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
271,15,3,1,32,"a man in a lawn chair with a gun, ",0,,,
272,15,3,1,33,some three miles above the ground. ,0,,,
273,15,3,1,34,"He did finally touch down safely, ",1,16,He eventually touched down safely,
274,15,3,1,35,though not before getting tangled in some power lines ,1,17,not before tangling up in power lines ,
275,15,3,1,36,and knocking out power in the entire Long Beach area. ,1,18,that knocked out all the power in the Long Beach area. ,
276,15,3,1,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,19,He was arrested,
277,15,3,1,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
278,15,3,1,39,"But by the time they nabbed him, the story had spread, ",1,20,the public had caught wind and reporters witnessed his arrest,
279,15,3,1,40,and a few crack reporters witnessed his arrest. ,0,,,
280,15,3,1,41,One of those reporters asked why he'd done it. ,0,,,miscounted in orig data excluded here
281,15,3,1,42,Larry's response? ,0,,,
282,15,3,1,43,"""A man can't just sit around.""",1,21,“A man can’t just sit around.”,
283,15,3,2,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters had a dream he could fly,
284,15,3,2,2,"The problem was that Larry's vision was poor, ",1,2,The problem was his poor vision ,
285,15,3,2,3,and he was thus ill-suited to become a pilot. ,1,3,made him ill-suited to be a pilot,
286,15,3,2,4,"Most people, faced with similar limitations, might let go of such a dream.",1,4,That would deter most people,
287,15,3,2,5,Larry Walters was not most people. ,1,5,but not Larry Walters,
288,15,3,2,6,On a sunny summer day ,0,,,
289,15,3,2,7,"in 1982, ",0,,,
290,15,3,2,8,in his modest backyard ,1,6,In his backyard ,
291,15,3,2,9,"in San Pedro, ",1,7,in San Pedro,
292,15,3,2,10,Larry boarded a makeshift aircraft ,1,8,Larry Walters boarded a makeshift aircraft ,
293,15,3,2,11,"comprising a lawn chair, ",1,9,comprised of a lawn chair,
294,15,3,2,12,"a seat belt, ",0,,,
295,15,3,2,13,and forty-odd weather balloons. ,1,10,forty-odd weather balloons,
296,15,3,2,14,"Armed with a pellet gun, ",1,13,a pellet gun,
297,15,3,2,15,"a CB radio, ",1,12,a CB radio ,
298,15,3,2,16,"and a cooler full of sandwiches, ",1,11,a cooler full of sandwiches,
299,15,3,2,17,he released the line that tethered his craft ,0,,,
300,15,3,2,18,"to his Jeep, ",1,15,by his old Jeep,
301,15,3,2,19,"rose to a height of thirty feet or so, ",1,14,"He rose thirty feet in the air, ",
302,15,3,2,20,and had himself a little picnic. ,1,16,After having lunch in the air,
303,15,3,2,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",0,,,
304,15,3,2,22,just as easy as could be.,0,,,
305,15,3,2,23,"But Larry, it would seem, was not so good with physics. ",1,18,"He wasn’t very good with physics, ",
306,15,3,2,24,"When he released the tether, his craft rose ",1,17,he untethered himself,
307,15,3,2,25,"15,000 feet in the air. ",0,,,
308,15,3,2,26,"According to some reports, ",0,,,
309,15,3,2,27,"he didn't dare shoot out the balloons, ",1,23,He didn’t shoot a balloon ,
310,15,3,2,28,for fear the chair would tip. ,1,24,fearing the chair would tip,
311,15,3,2,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
312,15,3,2,30,disrupting air traffic. ,1,19,eventually flying into air traffic,
313,15,3,2,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
314,15,3,2,32,"a man in a lawn chair with a gun, ",1,20;22, a man;on a lawn chair with a gun. ,
315,15,3,2,33,some three miles above the ground. ,1,21,floating three miles in the air ,changed 3 to three
316,15,3,2,34,"He did finally touch down safely, ",1,25,He eventually touched down,
317,15,3,2,35,though not before getting tangled in some power lines ,1,26,not before running into power lines ,
318,15,3,2,36,and knocking out power in the entire Long Beach area. ,1,27,that took out the entire power of Long Beach,
319,15,3,2,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,29,so he was arrested,
320,15,3,2,38,Seems the FAA took umbrage with his violation of restricted airspace.,1,28,The FAA took umbrage with their air space being violated,
321,15,3,2,39,"But by the time they nabbed him, the story had spread, ",1,30,"The public took notice, and a few reporters witnessed his arrest. ",
322,15,3,2,40,and a few crack reporters witnessed his arrest. ,0,,,
323,15,3,2,41,One of those reporters asked why he'd done it. ,0,,,
324,15,3,2,42,Larry's response? ,0,,,
325,15,3,2,43,"""A man can't just sit around.""",1,31,“A man can’t just sit around.”,
326,15,3,3,1,Larry Walters had a dream that he could fly.  ,0,,,
327,15,3,3,2,"The problem was that Larry's vision was poor, ",1,2,and his was subpar in that aspect,
328,15,3,3,3,and he was thus ill-suited to become a pilot. ,1,1,"Unfortunately, his dreams fell short due to the reality that pilots need perfect vision",
329,15,3,3,4,"Most people, faced with similar limitations, might let go of such a dream.",0,,,
330,15,3,3,5,Larry Walters was not most people. ,0,,,
331,15,3,3,6,On a sunny summer day ,0,,,
332,15,3,3,7,"in 1982, ",0,,,
333,15,3,3,8,in his modest backyard ,0,,,
334,15,3,3,9,"in San Pedro, ",0,,,
335,15,3,3,10,Larry boarded a makeshift aircraft ,1,3,he built a makeshift aircraft ,
336,15,3,3,11,"comprising a lawn chair, ",1,4,out of a lawn chair,not counted in orig data counted here
337,15,3,3,12,"a seat belt, ",1,5,a belt,
338,15,3,3,13,and forty-odd weather balloons. ,1,6,forty-odd weather balloons,not counted in orig data counted here
339,15,3,3,14,"Armed with a pellet gun, ",0,,,
340,15,3,3,15,"a CB radio, ",0,,,
341,15,3,3,16,"and a cooler full of sandwiches, ",0,,,
342,15,3,3,17,he released the line that tethered his craft ,0,,,
343,15,3,3,18,"to his Jeep, ",0,,,
344,15,3,3,19,"rose to a height of thirty feet or so, ",0,,,
345,15,3,3,20,and had himself a little picnic. ,0,,,
346,15,3,3,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,8,thinking he would shoot out a balloon here and there once he reached a suitable height,
347,15,3,3,22,just as easy as could be.,0,,,
348,15,3,3,23,"But Larry, it would seem, was not so good with physics. ",0,,,
349,15,3,3,24,"When he released the tether, his craft rose ",1,7,"he cut the rope, ",
350,15,3,3,25,"15,000 feet in the air. ",0,,,
351,15,3,3,26,"According to some reports, ",0,,,
352,15,3,3,27,"he didn't dare shoot out the balloons, ",0,,,
353,15,3,3,28,for fear the chair would tip. ,0,,,
354,15,3,3,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
355,15,3,3,30,disrupting air traffic. ,0,,,
356,15,3,3,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
357,15,3,3,32,"a man in a lawn chair with a gun, ",0,,,
358,15,3,3,33,some three miles above the ground. ,0,,,
359,15,3,3,34,"He did finally touch down safely, ",0,,,
360,15,3,3,35,though not before getting tangled in some power lines ,0,,,
361,15,3,3,36,and knocking out power in the entire Long Beach area. ,0,,,
362,15,3,3,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,9,he was arrested,
363,15,3,3,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
364,15,3,3,39,"But by the time they nabbed him, the story had spread, ",1,10,"the press, catching wind of the incident so to speak",
365,15,3,3,40,and a few crack reporters witnessed his arrest. ,0,,,
366,15,3,3,41,One of those reporters asked why he'd done it. ,1,11,asked the man,
367,15,3,3,42,Larry's response? ,0,,,
368,15,3,3,43,"""A man can't just sit around.""",0,,,
369,15,4,1,1,"At breakfast, ",0,,,
370,15,4,1,2,my cat Susie,0,,,
371,15,4,1,3,sits on the deck of the pool,0,,,
372,15,4,1,4,outside the glass doors to the kitchen.  ,0,,,
373,15,4,1,5,"Bang, bang.  ",0,,,
374,15,4,1,6,She hits the door with her paw.,0,,,
375,15,4,1,7,"This means “Ryan, feed me” in Susie’s special language.  ",0,,,
376,15,4,1,8,I get up from my chair and feed her. ,0,,,
377,15,4,1,9,"I know this, because I know everything about her",0,,,
378,15,4,1,10,or at least I think I do. ,0,,,
379,15,4,1,11,"For the life of me, I do not know where Susie goes at noon.",0,,,
380,15,4,1,12,"At eleven-thirty Saturday morning, ",1,1,One day at eleven-thirty,changed 11:30 to eleven-thirty
381,15,4,1,13,I notice Susie is not at home. ,1,2,I didn’t see Susie as usual,
382,15,4,1,14,Where did she go? ,0,,,
383,15,4,1,15,Then I spot her trotting down the street towards town. ,0,,,
