,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
56,4,1,2,16,all over the sticky sweet paw,1,8,causing his paw to become sticky,
57,4,1,2,17,Then the bear waded into the water,0,,,
58,4,1,2,18,with his sticky paw full of bugs,1,13,As flies swarmed his hand,
59,4,1,2,19,It held the paw out over the water,0,,,
60,4,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
61,4,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,0,,,
62,4,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,14,fish tried to come up out of the water to eat the flies,
63,4,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,15,"Every time a fish would jump up, the bear would swat it away",
64,4,1,2,24,Soon it had a large pile,0,,,
65,4,1,2,25,The old man had caught nothing,0,,,
66,4,1,2,26,He watched that bear eat half a dozen trout,1,16,The man watched from the bushes in awe as the bear was eating half a dozen trout,
67,4,1,2,27,his stomach rumbling,1,17,His stomach rumbled,
68,4,1,2,28,All he had for dinner was some bread and what was left of the molasses,1,18,as he had nothing to eat for dinner except bread and some of that molasses,
69,4,1,2,29,Finally the bear paused in his eating,0,,,
70,4,1,2,30,and looked over to the bushes where the old man was hidden,1,19,The bear looked over in the bushes at the man. ,
71,4,1,2,31,The bear stood up and laid the remaining fish in a row,0,,,
72,4,1,2,32,Then it walked away up the shore,0,,,
73,4,1,2,33,The old man crept out of the bushes and down to the shore,0,,,
74,4,1,2,34,"Sure enough, the bear had left six large trout for him",1,20,the bear had laid out six large trout in a line for him to eat,Changed 6 to six
75,4,1,2,35,He looked over at the bear,1,21,He looked over at the bear,
76,4,1,2,36,It was standing at the edge of the wood watching,1,22,who had gone to the other side of the shore,
77,4,1,2,37,"""Thanks a lot,"" the old man called to the bear",1,23,He thanked the bear,
78,4,1,2,38,The bear waved the now-clean paw at the old man,0,,,
79,4,1,2,39,and disappeared into the thicket,1,24,running off,
80,4,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,25,“Wow. This is the first time a bear has ever paid me for molasses.”,
81,4,1,2,41,The old man never hunted bears again,1,26,He decided he would never hunt bears again,
82,4,1,3,1,One fine day an old Maine man was fishing ,0,,,
83,4,1,3,2,on his favorite lake ,0,,,
84,4,1,3,3,and catching very little,1,1,did not catch anything,
85,4,1,3,4,"Finally, he gave up",0,,,
86,4,1,3,5,and walked back along the shore to his fishing shack,0,,,
87,4,1,3,6,"When he got close to the front door, he saw it was open.",0,,,
88,4,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,4,1,3,8,There was a big black bear,0,,,
90,4,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
91,4,1,3,10,The molasses spilled all over the floor,1,2,molasses was a sticky mess on the floor,
92,4,1,3,11,"and the bear rubbed his paw in it, smearing it all over",1,3,he moved it around with his paw,
93,4,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,4,The man screamed which startled the bear. The bear ran out,
94,4,1,3,13,Standing on its hind legs,0,,,
95,4,1,3,14,it held up the paw full of molasses,0,,,
96,4,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
97,4,1,3,16,all over the sticky sweet paw,0,,,
98,4,1,3,17,Then the bear waded into the water,0,,,
99,4,1,3,18,with his sticky paw full of bugs,0,,,
100,4,1,3,19,It held the paw out over the water,0,,,
101,4,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,5,These flies attracted fish which jumped out to eat the flies,
102,4,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,1,7,the bear swatted them away,
103,4,1,3,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,6,As the fish jumped out,
104,4,1,3,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,8,as the bear swatted away the fish,
105,4,1,3,24,Soon it had a large pile,0,,,
106,4,1,3,25,The old man had caught nothing,0,,,
107,4,1,3,26,He watched that bear eat half a dozen trout,0,,,
108,4,1,3,27,his stomach rumbling,0,,,
109,4,1,3,28,All he had for dinner was some bread and what was left of the molasses,0,,,
110,4,1,3,29,Finally the bear paused in his eating,0,,,
111,4,1,3,30,and looked over to the bushes where the old man was hidden,1,9,The bear looked at the man ,
112,4,1,3,31,The bear stood up and laid the remaining fish in a row,0,,,
113,4,1,3,32,Then it walked away up the shore,1,10,then ran away,
114,4,1,3,33,The old man crept out of the bushes and down to the shore,0,,,
115,4,1,3,34,"Sure enough, the bear had left six large trout for him",1,12,"Sure enough, the bear had left six large trout for the man to eat",Changed 6 to six
116,4,1,3,35,He looked over at the bear,0,,,
117,4,1,3,36,It was standing at the edge of the wood watching,1,11,watch from the corner,
118,4,1,3,37,"""Thanks a lot,"" the old man called to the bear",0,,,
119,4,1,3,38,The bear waved the now-clean paw at the old man,0,,,
120,4,1,3,39,and disappeared into the thicket,0,,,
121,4,1,3,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,13,"The man thought, wow. This is the first time a bear has ever paid me for molasses",
122,4,1,3,41,The old man never hunted bears again,1,14,the man vowed never hunt bears again,
123,4,2,1,1,I was shopping at my local supermarket,1,1,I was grocery shopping at my local grocery store,
124,4,2,1,2,as I normally have for years.,1,2,as I have every week for years,
125,4,2,1,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"This time in particular, I was shopping for two week’s worth of groceries",
126,4,2,1,4,and was headed toward the register to pay for my groceries.,1,4,As I walked up to the cashier,
127,4,2,1,5,I reached into my back right pocket,0,,,
128,4,2,1,6,to grab the money to pay,1,5,to grab my cash,
129,4,2,1,7,and noticed that there was no money in there.,1,7,as I realized the cash was not there,
130,4,2,1,8,I started to get nervous.,1,6,"Suddenly, I panicked",
131,4,2,1,9,I knew my pocket book was in the car ,1,10,"I thought about my pocketbook, which was in my car",
132,4,2,1,10,and I was sure I had put the money in my back right pocket.,0,,,
133,4,2,1,11,"I look at cashier with a confused look,",1,8,"I looked at the cashier confused, ",
134,4,2,1,12,not knowing what to do.,1,9,like I did not know what to do,
135,4,2,1,13,There were people behind me on the line ,0,,,
136,4,2,1,14,and I immediately thought about the money I left in the car,1,11,that had cash inside it. But then I realized that cash ,
137,4,2,1,15,that was intended to pay rent this month.,1,12,was meant to pay my rent for next month,
138,4,2,1,16,She told me to speak with the courtesy counter.,1,13,"she said to ask the desk, as someone could have turned it in",
139,4,2,1,17,"I laughed and said,",0,,,
140,4,2,1,18,"""But it was cash, no one would hand that in!""  ",1,14,"I looked to her and said, nobody would turn this in! It was cash! ",
141,4,2,1,19,I decided that there was no harm in checking ,1,15,But there was no harm in asking,
142,4,2,1,20,so I walked up to a woman behind the counter ,0,,,
143,4,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,16,and asked if anyone had turned in a wad of cash,
144,4,2,1,22,"She asked ""How much?""  ",1,17,They asked how much,
145,4,2,1,23,My face then lit up.,0,,,
146,4,2,1,24,"""$200 ",1,18,200,
147,4,2,1,25,"in the form of twenty dollar bills."" I replied.",0,,,
148,4,2,1,26,"She said, ""Actually, yes, someone did!""  ",1,19,"They said, why yes! Someone did turn in 200 dollars!",
149,4,2,1,27,I was so surprised! ,0,,,
150,4,2,1,28,"""Who? I want to thank them.""  ",0,,,
151,4,2,1,29,She points to a young girl ,1,20,she pointed over at a girl and her mom,
152,4,2,1,30,about 10 years old ,0,,,
153,4,2,1,31,"and says, ""She did."" ",0,,,
154,4,2,1,32,I walked over to the mom,0,,,
155,4,2,1,33,and hugged her.,0,,,
156,4,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",1,21,"The mom said it was not me, it was my daughter",
157,4,2,1,35,"I was so happy, ",0,,,
158,4,2,1,36,I was almost in tears. ,0,,,
159,4,2,1,37,I decided in those moments to do my duty ,1,22,It was then that I realized that I would try to do a random act of kindness for people ,
160,4,2,1,38,to pay forward this act of kindness ,0,,,
161,4,2,1,39,every opportunity I had.,1,23,now on,
162,4,2,2,1,I was shopping at my local supermarket,1,1,I was shopping at my local grocery store,
163,4,2,2,2,as I normally have for years.,1,2,as I normally have for years,
164,4,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"This time in particular, I was buying two weeks worth of groceries",
165,4,2,2,4,and was headed toward the register to pay for my groceries.,1,4,At the cashier,
166,4,2,2,5,I reached into my back right pocket,0,,,
167,4,2,2,6,to grab the money to pay,1,5,to pay,
168,4,2,2,7,and noticed that there was no money in there.,1,6,I realized there was no cash there,
169,4,2,2,8,I started to get nervous.,1,8,I started to get nervous,
170,4,2,2,9,I knew my pocket book was in the car ,1,9,"I immediately thought about my pocketbook, which I had left in my car",
171,4,2,2,10,and I was sure I had put the money in my back right pocket.,1,10,but I was sure I had put the money in my back pocket,
172,4,2,2,11,"I look at cashier with a confused look,",1,11,"I looked at the cashier, ",
173,4,2,2,12,not knowing what to do.,1,12,not knowing what to do,
174,4,2,2,13,There were people behind me on the line ,1,7,I looked behind me to the people in line,
175,4,2,2,14,and I immediately thought about the money I left in the car,0,,,
176,4,2,2,15,that was intended to pay rent this month.,0,,,
177,4,2,2,16,She told me to speak with the courtesy counter.,1,13,she told me to check the courtesy counter,
178,4,2,2,17,"I laughed and said,",1,14,"I laughed and said, ",
179,4,2,2,18,"""But it was cash, no one would hand that in!""  ",1,15,“But it was cash! Nobody would turn that in.”,
180,4,2,2,19,I decided that there was no harm in checking ,1,16,But I decided there was no harm in checking,
181,4,2,2,20,so I walked up to a woman behind the counter ,0,,,
182,4,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,17,"and asked, “Do you know if anyone turned in some cash?” ",
183,4,2,2,22,"She asked ""How much?""  ",1,18,"she asked, “How much?” ",
184,4,2,2,23,My face then lit up.,1,19,My face lit up,
185,4,2,2,24,"""$200 ",1,20,200,
186,4,2,2,25,"in the form of twenty dollar bills."" I replied.",1,21,worth in twenty dollar bills.” ,changed $20 to twenty dollar
187,4,2,2,26,"She said, ""Actually, yes, someone did!""  ",1,22,"She said, “Why yes! Someone did!” ",
188,4,2,2,27,I was so surprised! ,0,,,
189,4,2,2,28,"""Who? I want to thank them.""  ",0,,,
190,4,2,2,29,She points to a young girl ,1,23,"She pointed at a little girl, ",
191,4,2,2,30,about 10 years old ,1,24,about ten years old. ,changed 10 to ten
192,4,2,2,31,"and says, ""She did."" ",0,,,
193,4,2,2,32,I walked over to the mom,1,25,I went over to her mom ,
194,4,2,2,33,and hugged her.,1,26,and hugged her,
195,4,2,2,34,"She said, ""It wasn't me, it was my daughter"". ",1,27,"She said, “It wasn’t me! It was my daughter!” ",
196,4,2,2,35,"I was so happy, ",1,28,I was so happy ,
197,4,2,2,36,I was almost in tears. ,1,29,I was almost in tears,
198,4,2,2,37,I decided in those moments to do my duty ,1,30,It was that day that I decided,
199,4,2,2,38,to pay forward this act of kindness ,1,31,to pay this act of kindness forward ,
200,4,2,2,39,every opportunity I had.,1,32,every chance I get,
201,4,2,3,1,I was shopping at my local supermarket,1,1,I was shopping at my local grocery store,
202,4,2,3,2,as I normally have for years.,1,2,like I do every week,
203,4,2,3,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,This particular week I was shopping for two week’s worth of groceries,
204,4,2,3,4,and was headed toward the register to pay for my groceries.,1,4,I approached the register and ,
205,4,2,3,5,I reached into my back right pocket,0,,,
206,4,2,3,6,to grab the money to pay,1,5,went to pay,
207,4,2,3,7,and noticed that there was no money in there.,1,6,I noticed my money was not there,
208,4,2,3,8,I started to get nervous.,1,7,I started to get nervous ,
209,4,2,3,9,I knew my pocket book was in the car ,0,,,
210,4,2,3,10,and I was sure I had put the money in my back right pocket.,0,,,
211,4,2,3,11,"I look at cashier with a confused look,",1,10,I looked at the cashier with a worried look on my face ,
212,4,2,3,12,not knowing what to do.,0,,,
213,4,2,3,13,There were people behind me on the line ,0,,,
214,4,2,3,14,and I immediately thought about the money I left in the car,1,8,My mind immediately went to my wallet in my car,
215,4,2,3,15,that was intended to pay rent this month.,1,9, but then I remembered my money in there was supposed to pay rent for this month,
216,4,2,3,16,She told me to speak with the courtesy counter.,1,11,She told me to check the customer counter,
217,4,2,3,17,"I laughed and said,",1,12,I laughed and said,
218,4,2,3,18,"""But it was cash, no one would hand that in!""  ",1,13,who would turn in cash?,
219,4,2,3,19,I decided that there was no harm in checking ,1,14,But I decided there was no harm in checking,
220,4,2,3,20,so I walked up to a woman behind the counter ,1,15,I then approached the customer service counter,
221,4,2,3,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,16,I asked the lady if she had any money turned into her recently,
222,4,2,3,22,"She asked ""How much?""  ",1,17,"She said, “How much?” ",
223,4,2,3,23,My face then lit up.,1,18,My eyes immediately lit up,
224,4,2,3,24,"""$200 ",1,19,200 dollars ,
225,4,2,3,25,"in the form of twenty dollar bills."" I replied.",1,20,in twenty dollar bills,changed 20 to twenty
226,4,2,3,26,"She said, ""Actually, yes, someone did!""  ",1,21,"She said, “Yes! I have had that turned into me, actually.” ",
227,4,2,3,27,I was so surprised! ,0,,,
228,4,2,3,28,"""Who? I want to thank them.""  ",0,,,
229,4,2,3,29,She points to a young girl ,1,22,She pointed at a little girl ,
230,4,2,3,30,about 10 years old ,0,,,
231,4,2,3,31,"and says, ""She did."" ",0,,,
232,4,2,3,32,I walked over to the mom,1,23,I immediately ran over to her mom ,
233,4,2,3,33,and hugged her.,1,24,and hugged her,
234,4,2,3,34,"She said, ""It wasn't me, it was my daughter"". ",1,25,"“It wasn’t me,” she said, “it was my daughter!” ",
235,4,2,3,35,"I was so happy, ",0,,,
236,4,2,3,36,I was almost in tears. ,0,,,
237,4,2,3,37,I decided in those moments to do my duty ,1,26,It was in that moment that I decided that I would do whatever I can ,
238,4,2,3,38,to pay forward this act of kindness ,1,27,to pay this act of kindness forward in the future. ,
239,4,2,3,39,every opportunity I had.,0,,,
240,4,3,1,1,Larry Walters had a dream that he could fly.  ,0,,,
241,4,3,1,2,"The problem was that Larry's vision was poor, ",0,,,
242,4,3,1,3,and he was thus ill-suited to become a pilot. ,1,1,but he was not suited to be a pilot,
243,4,3,1,4,"Most people, faced with similar limitations, might let go of such a dream.",1,2,Most guys with Larry’s suit would just give up,
244,4,3,1,5,Larry Walters was not most people. ,1,3,but Larry wouldn’t do that,
245,4,3,1,6,On a sunny summer day ,0,,,
246,4,3,1,7,"in 1982, ",0,,,
247,4,3,1,8,in his modest backyard ,0,,,
248,4,3,1,9,"in San Pedro, ",0,,,
249,4,3,1,10,Larry boarded a makeshift aircraft ,0,,,
250,4,3,1,11,"comprising a lawn chair, ",1,4,He tied a lawn chair ,
251,4,3,1,12,"a seat belt, ",0,,,
252,4,3,1,13,and forty-odd weather balloons. ,1,5,with forty balloons ,changed 40 to forty
253,4,3,1,14,"Armed with a pellet gun, ",0,,,
254,4,3,1,15,"a CB radio, ",0,,,
255,4,3,1,16,"and a cooler full of sandwiches, ",0,,,
256,4,3,1,17,he released the line that tethered his craft ,1,6,He broke the tether between him and ,
257,4,3,1,18,"to his Jeep, ",1,7,his Jeep,
258,4,3,1,19,"rose to a height of thirty feet or so, ",1,8,he figured that he would float to about thirty feet in the air,changed 30 to thirty
259,4,3,1,20,and had himself a little picnic. ,1,9,have a picnic,
260,4,3,1,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,10,then shoot the balloons until he would land safely on the ground,
261,4,3,1,22,just as easy as could be.,0,,,
262,4,3,1,23,"But Larry, it would seem, was not so good with physics. ",1,11,"However, Larry was not very good at physics",
263,4,3,1,24,"When he released the tether, his craft rose ",0,,,
264,4,3,1,25,"15,000 feet in the air. ",1,12,"Before he knew it, he was 15,000 feet in the air",not counted in orig data counted here
265,4,3,1,26,"According to some reports, ",0,,,
266,4,3,1,27,"he didn't dare shoot out the balloons, ",1,13,He didn’t dare shoot any balloons ,
267,4,3,1,28,for fear the chair would tip. ,1,14,for fear the chair would flip over. ,
268,4,3,1,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
269,4,3,1,30,disrupting air traffic. ,1,15,He then rose to airplane level and disrupted air space,
270,4,3,1,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
271,4,3,1,32,"a man in a lawn chair with a gun, ",1,16,A guy in a lawn chair and balloons with a gun ,
272,4,3,1,33,some three miles above the ground. ,1,17,three miles high in the air! ,changed 3 to three
273,4,3,1,34,"He did finally touch down safely, ",1,18,"He did, eventually, make it back down safely",
274,4,3,1,35,though not before getting tangled in some power lines ,1,19,But he got tangled in some power cords ,
275,4,3,1,36,and knocking out power in the entire Long Beach area. ,1,20,knocked out power for his Long Island neighborhood,
276,4,3,1,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,21,He then got arrested,
277,4,3,1,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
278,4,3,1,39,"But by the time they nabbed him, the story had spread, ",0,,,
279,4,3,1,40,and a few crack reporters witnessed his arrest. ,0,,,
280,4,3,1,41,One of those reporters asked why he'd done it. ,1,22,When journalists asked why he did it,
281,4,3,1,42,Larry's response? ,0,,,
282,4,3,1,43,"""A man can't just sit around.""",1,23,"he answered, “A man can’t just sit around!”",
283,4,3,2,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters had always wanted to fly,
284,4,3,2,2,"The problem was that Larry's vision was poor, ",1,2,The problem was that he had poor vision,
285,4,3,2,3,and he was thus ill-suited to become a pilot. ,1,3,making him ill-suited to be a pilot,
286,4,3,2,4,"Most people, faced with similar limitations, might let go of such a dream.",1,4,Most people would just give up on their dream at this point,
287,4,3,2,5,Larry Walters was not most people. ,1,5,Larry is not most people,
288,4,3,2,6,On a sunny summer day ,0,,,
289,4,3,2,7,"in 1982, ",0,,,
290,4,3,2,8,in his modest backyard ,0,,,
291,4,3,2,9,"in San Pedro, ",0,,,
292,4,3,2,10,Larry boarded a makeshift aircraft ,1,6,He built his own craft ,
293,4,3,2,11,"comprising a lawn chair, ",1,7,made of a lawn chair,
294,4,3,2,12,"a seat belt, ",1,8,"a seatbelt, ",
295,4,3,2,13,and forty-odd weather balloons. ,1,9,and forty odd-weather balloons,changed 40 to forty
296,4,3,2,14,"Armed with a pellet gun, ",1,10,He brought with him a pellet gun,
297,4,3,2,15,"a CB radio, ",1,11,"radio, ",
298,4,3,2,16,"and a cooler full of sandwiches, ",0,,,
299,4,3,2,17,he released the line that tethered his craft ,1,12,He broke the line tethering him ,
300,4,3,2,18,"to his Jeep, ",1,13,to his Jeep,
301,4,3,2,19,"rose to a height of thirty feet or so, ",1,14,planned to float thirty feet above the air,changed 30 to thirty
302,4,3,2,20,and had himself a little picnic. ,0,,,
303,4,3,2,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,15,"shoot some balloons, and gently float his way back to earth. ",
304,4,3,2,22,just as easy as could be.,0,,,
305,4,3,2,23,"But Larry, it would seem, was not so good with physics. ",0,,,
306,4,3,2,24,"When he released the tether, his craft rose ",1,16,"However, when he broke the line",
307,4,3,2,25,"15,000 feet in the air. ",1,17,"he found himself 15,000 feet in the air",
308,4,3,2,26,"According to some reports, ",0,,,
309,4,3,2,27,"he didn't dare shoot out the balloons, ",1,18,He didn’t dare shoot any balloons ,
310,4,3,2,28,for fear the chair would tip. ,1,19,for fear the chair would tip.,
311,4,3,2,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",1,20,He soon found himself in Long Beach Airport airspace,
312,4,3,2,30,disrupting air traffic. ,0,,,
313,4,3,2,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,21,Imagine what a sight that was for people waiting for their aircrafts to land! ,
314,4,3,2,32,"a man in a lawn chair with a gun, ",0,,,
315,4,3,2,33,some three miles above the ground. ,0,,,
316,4,3,2,34,"He did finally touch down safely, ",1,22,Eventually he did make it back to earth,
317,4,3,2,35,though not before getting tangled in some power lines ,1,23,but not before getting tangled in some power cords ,
318,4,3,2,36,and knocking out power in the entire Long Beach area. ,1,24,and knocking out power for the entire Long Beach area,
319,4,3,2,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,25,"It goes without saying that when he landed, he was arrested",
320,4,3,2,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
321,4,3,2,39,"But by the time they nabbed him, the story had spread, ",0,,,
322,4,3,2,40,and a few crack reporters witnessed his arrest. ,0,,,
323,4,3,2,41,One of those reporters asked why he'd done it. ,1,26,One of the reporters asked why he did it,
324,4,3,2,42,Larry's response? ,0,,,
325,4,3,2,43,"""A man can't just sit around.""",1,27,"He replied, “A man can’t just sit around",
326,4,3,3,1,Larry Walters had a dream that he could fly.  ,0,,,
327,4,3,3,2,"The problem was that Larry's vision was poor, ",1,2,as he did not have good vision. ,
328,4,3,3,3,and he was thus ill-suited to become a pilot. ,1,1,This man couldn’t be a pilot,
329,4,3,3,4,"Most people, faced with similar limitations, might let go of such a dream.",1,3,"Most people in his predicament would just give up, ",
330,4,3,3,5,Larry Walters was not most people. ,0,,,
331,4,3,3,6,On a sunny summer day ,0,,,
332,4,3,3,7,"in 1982, ",0,,,
333,4,3,3,8,in his modest backyard ,0,,,
334,4,3,3,9,"in San Pedro, ",0,,,
335,4,3,3,10,Larry boarded a makeshift aircraft ,1,,,
336,4,3,3,11,"comprising a lawn chair, ",1,6,to a lawn chair,
337,4,3,3,12,"a seat belt, ",0,,,
338,4,3,3,13,and forty-odd weather balloons. ,1,4,forty odd-weather balloons,changed 40 to forty
339,4,3,3,14,"Armed with a pellet gun, ",0,,,
340,4,3,3,15,"a CB radio, ",1,5,a radio ,
341,4,3,3,16,"and a cooler full of sandwiches, ",0,,,
342,4,3,3,17,he released the line that tethered his craft ,1,7,He cut the string tethering his lawn chair ,
343,4,3,3,18,"to his Jeep, ",0,,,
344,4,3,3,19,"rose to a height of thirty feet or so, ",0,,,
345,4,3,3,20,and had himself a little picnic. ,1,8,He figured he would have himself a nice picnic ,
346,4,3,3,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,9,shoot the balloons until he would float back down,
347,4,3,3,22,just as easy as could be.,0,,,
348,4,3,3,23,"But Larry, it would seem, was not so good with physics. ",1,10,"However, physics was not his strongest subject. ",
349,4,3,3,24,"When he released the tether, his craft rose ",0,,,
350,4,3,3,25,"15,000 feet in the air. ",0,,,
351,4,3,3,26,"According to some reports, ",0,,,
352,4,3,3,27,"he didn't dare shoot out the balloons, ",0,,,
353,4,3,3,28,for fear the chair would tip. ,0,,,
354,4,3,3,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
355,4,3,3,30,disrupting air traffic. ,0,,,miscounted in orig data excluded here
356,4,3,3,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,11,Imagine what a sight that was! outside your plane window,
357,4,3,3,32,"a man in a lawn chair with a gun, ",0,,,
358,4,3,3,33,some three miles above the ground. ,0,,,
359,4,3,3,34,"He did finally touch down safely, ",1,12,"Eventually, he did get down",
360,4,3,3,35,though not before getting tangled in some power lines ,0,,,
361,4,3,3,36,and knocking out power in the entire Long Beach area. ,1,13,but not without knocking out out power for the entire long beach area. ,
362,4,3,3,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,14,"When he got down, he was arrested for being in restricted air space",
