,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
53,14,1,2,13,Standing on its hind legs,1,15,The bear stood on its hind legs ,
54,14,1,2,14,it held up the paw full of molasses,0,,,
55,14,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,1,13,"Soon, all the flies and bugs and mosquitoes swarmed ",
56,14,1,2,16,all over the sticky sweet paw,1,14,around the bear’s sticky sweet paw,
57,14,1,2,17,Then the bear waded into the water,1,16,waded into the lake,
58,14,1,2,18,with his sticky paw full of bugs,0,,,Miscounted in original data excluded here
59,14,1,2,19,It held the paw out over the water,1,17,holding its paw over the water,
60,14,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,18,"Suddenly, a big trout jumped out of the water trying to get at the bugs",
61,14,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,19,The bear swatted at the fish and it flew to the shore and flopped there.,
62,14,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,
63,14,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
64,14,1,2,24,Soon it had a large pile,0,,,
65,14,1,2,25,The old man had caught nothing,0,,,
66,14,1,2,26,He watched that bear eat half a dozen trout,0,,,
67,14,1,2,27,his stomach rumbling,0,,,
68,14,1,2,28,All he had for dinner was some bread and what was left of the molasses,0,,,
69,14,1,2,29,Finally the bear paused in his eating,0,,,
70,14,1,2,30,and looked over to the bushes where the old man was hidden,0,,,
71,14,1,2,31,The bear stood up and laid the remaining fish in a row,0,,,
72,14,1,2,32,Then it walked away up the shore,0,,,
73,14,1,2,33,The old man crept out of the bushes and down to the shore,0,,,
74,14,1,2,34,"Sure enough, the bear had left six large trout for him",0,,,
75,14,1,2,35,He looked over at the bear,0,,,
76,14,1,2,36,It was standing at the edge of the wood watching,0,,,
77,14,1,2,37,"""Thanks a lot,"" the old man called to the bear",0,,,
78,14,1,2,38,The bear waved the now-clean paw at the old man,0,,,
79,14,1,2,39,and disappeared into the thicket,0,,,
80,14,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
81,14,1,2,41,The old man never hunted bears again,0,,,
82,14,1,3,1,One fine day an old Maine man was fishing ,1,1,Once there was an old Maine man who liked to fish in a lake,
83,14,1,3,2,on his favorite lake ,0,,,
84,14,1,3,3,and catching very little,1,2,"One day, he had no luck at all with fishing ",
85,14,1,3,4,"Finally, he gave up",1,3,decided to give up ,
86,14,1,3,5,and walked back along the shore to his fishing shack,1,4,head back to his fishing shack,
87,14,1,3,6,"When he got close to the front door, he saw it was open.",1,5,"When he approached the shack however, he saw that the front door was open",
88,14,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,14,1,3,8,There was a big black bear,1,6,a big black bear,
90,14,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,1,7,with the cork to his molasses jar in its teeth,
91,14,1,3,10,The molasses spilled all over the floor,1,9,causing it to spill the molasses all over the floor ,
92,14,1,3,11,"and the bear rubbed his paw in it, smearing it all over",1,10,smearing its paws in the mess,
93,14,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,8;11,"The man yelled, startling the bear;The bear ran out of the shack and towards the lake",
94,14,1,3,13,Standing on its hind legs,1,12,It stood on the shore on its hind legs ,
95,14,1,3,14,it held up the paw full of molasses,0,,,
96,14,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,1,13,"soon a bunch of mosquitoes, flies, and other bugs swarmed around it molasses-covered paw",
97,14,1,3,16,all over the sticky sweet paw,0,,,
98,14,1,3,17,Then the bear waded into the water,1,14,The bear waded into the lake,
99,14,1,3,18,with his sticky paw full of bugs,0,,,Miscounted in original data excluded here
100,14,1,3,19,It held the paw out over the water,1,15,with its paw outstretched over the surface,
101,14,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,16,"suddenly, a large trout jumped out trying to eat the bugs on its paw",
102,14,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,1,17,The bear swatted the fish aside onto the shore,
103,14,1,3,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,18,soon another trout followed and another ,
104,14,1,3,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
105,14,1,3,24,Soon it had a large pile,0,,,
106,14,1,3,25,The old man had caught nothing,0,,,
107,14,1,3,26,He watched that bear eat half a dozen trout,1,19,It ate half a dozen fish as the man watched from behind the bushes,
108,14,1,3,27,his stomach rumbling,1,20,his stomach growling ,
109,14,1,3,28,All he had for dinner was some bread and what was left of the molasses,1,21,for he had only had some bread and molasses that morning,
110,14,1,3,29,Finally the bear paused in his eating,0,,,
111,14,1,3,30,and looked over to the bushes where the old man was hidden,0,,,
112,14,1,3,31,The bear stood up and laid the remaining fish in a row,0,,,
113,14,1,3,32,Then it walked away up the shore,0,,,
114,14,1,3,33,The old man crept out of the bushes and down to the shore,0,,,
115,14,1,3,34,"Sure enough, the bear had left six large trout for him",0,,Miscounted in original data excluded here,
116,14,1,3,35,He looked over at the bear,0,,,
117,14,1,3,36,It was standing at the edge of the wood watching,0,,,
118,14,1,3,37,"""Thanks a lot,"" the old man called to the bear",0,,,
119,14,1,3,38,The bear waved the now-clean paw at the old man,0,,,
120,14,1,3,39,and disappeared into the thicket,0,,,
121,14,1,3,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
122,14,1,3,41,The old man never hunted bears again,0,,,
123,14,2,1,1,I was shopping at my local supermarket,1,1, I was shopping at the local supermarket ,
124,14,2,1,2,as I normally have for years.,1,2,as I normally have for years,
125,14,2,1,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"One day, I had two weeks’ groceries ",changed 2 to two
126,14,2,1,4,and was headed toward the register to pay for my groceries.,1,4,and was heading up to the register to pay,
127,14,2,1,5,I reached into my back right pocket,1,5,I reached into my back right pocket ,
128,14,2,1,6,to grab the money to pay,1,6,to pay ,
129,14,2,1,7,and noticed that there was no money in there.,1,7,but there was no money there,
130,14,2,1,8,I started to get nervous.,1,10,I was starting to get nervous,
131,14,2,1,9,I knew my pocket book was in the car ,1,8, I knew my pocket book was in the car ,
132,14,2,1,10,and I was sure I had put the money in my back right pocket.,1,9,I had put my money in my back right pocket,Not counted in orig data but counted here
133,14,2,1,11,"I look at cashier with a confused look,",0,,,
134,14,2,1,12,not knowing what to do.,0,,,
135,14,2,1,13,There were people behind me on the line ,1,11,people were immediately lining up behind me. ,
136,14,2,1,14,and I immediately thought about the money I left in the car,0,,,
137,14,2,1,15,that was intended to pay rent this month.,0,,,
138,14,2,1,16,She told me to speak with the courtesy counter.,1,12,She said to ask the courtesy counter ,
139,14,2,1,17,"I laughed and said,",0,,,
140,14,2,1,18,"""But it was cash, no one would hand that in!""  ",1,13,"I said, “It was $200, who would turn that in?”",
141,14,2,1,19,I decided that there was no harm in checking ,0,,,
142,14,2,1,20,so I walked up to a woman behind the counter ,0,,,
143,14,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,14,"I went to the courtesy counter and asked, “Has anyone turned in",
144,14,2,1,22,"She asked ""How much?""  ",0,,,
145,14,2,1,23,My face then lit up.,0,,,
146,14,2,1,24,"""$200 ",1,15,$200 dollars,
147,14,2,1,25,"in the form of twenty dollar bills."" I replied.",1,17,Was it in twenty dollar bills?” ,changed 20 to twenty
148,14,2,1,26,"She said, ""Actually, yes, someone did!""  ",1,16,"To my surprise she said, “Yes! ",
149,14,2,1,27,I was so surprised! ,0,,,
150,14,2,1,28,"""Who? I want to thank them.""  ",1,18,"asked, “Who turned it in? I have to thank them",
151,14,2,1,29,She points to a young girl ,1,19;21,She pointed to a;girl,
152,14,2,1,30,about 10 years old ,1,20,ten year old ,changed 10 to ten
153,14,2,1,31,"and says, ""She did."" ",0,,,
154,14,2,1,32,I walked over to the mom,1,22,with her mother. I ran up ,
155,14,2,1,33,and hugged her.,1,23,and hugged her ,
156,14,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",1,24,"but she said, “It wasn’t me, it was my daughter!” ",
157,14,2,1,35,"I was so happy, ",0,,,
158,14,2,1,36,I was almost in tears. ,0,,,
159,14,2,1,37,I decided in those moments to do my duty ,1,25,"promised myself from that moment, I would",
160,14,2,1,38,to pay forward this act of kindness ,0,,,
161,14,2,1,39,every opportunity I had.,0,,,
162,14,2,2,1,I was shopping at my local supermarket,1,1,I was shopping at my local supermarket ,
163,14,2,2,2,as I normally have for years.,1,2,as I normally have for year,
164,14,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"One particular day, I had done two weeks’ worth of shopping ",changed 2 to two
165,14,2,2,4,and was headed toward the register to pay for my groceries.,1,4,and headed to the register to pay for my groceries,
166,14,2,2,5,I reached into my back right pocket,1,5,I reached into my back right pocket ,
167,14,2,2,6,to grab the money to pay,1,6,to pay ,
168,14,2,2,7,and noticed that there was no money in there.,1,7,there was no money in there,
169,14,2,2,8,I started to get nervous.,1,8,I started to get nervous,
170,14,2,2,9,I knew my pocket book was in the car ,1,10,I knew my pocket book was in the car ,
171,14,2,2,10,and I was sure I had put the money in my back right pocket.,1,11,I was sure I had put my money into my back pocket. ,
172,14,2,2,11,"I look at cashier with a confused look,",1,9,I look at the cashier with a confused look,
173,14,2,2,12,not knowing what to do.,0,,,
174,14,2,2,13,There were people behind me on the line ,1,12,People were lining up behind me ,
175,14,2,2,14,and I immediately thought about the money I left in the car,1,13,I immediately thought about the money in my car ,
176,14,2,2,15,that was intended to pay rent this month.,1,14,to pay rent this month. ,
177,14,2,2,16,She told me to speak with the courtesy counter.,1,15,She told me to check the courtesy counter,
178,14,2,2,17,"I laughed and said,",1,16,I laughed and said,
179,14,2,2,18,"""But it was cash, no one would hand that in!""  ",1,17,"“But it was cash, who would turn that in?”",
180,14,2,2,19,I decided that there was no harm in checking ,1,18,I thought I might as well check ,
181,14,2,2,20,so I walked up to a woman behind the counter ,1,19,"when I asked the woman behind the counter, ",
182,14,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,20,“Has anyone turned in cash by any chance?” ,
183,14,2,2,22,"She asked ""How much?""  ",1,21,"she said, “How much?” ",
184,14,2,2,23,My face then lit up.,1,22,My face then lit up,
185,14,2,2,24,"""$200 ",0,,,
186,14,2,2,25,"in the form of twenty dollar bills."" I replied.",1,23,“It was in twenty dollar bills.” ,
187,14,2,2,26,"She said, ""Actually, yes, someone did!""  ",0,,,
188,14,2,2,27,I was so surprised! ,0,,,
189,14,2,2,28,"""Who? I want to thank them.""  ",0,,,
190,14,2,2,29,She points to a young girl ,0,,,
191,14,2,2,30,about 10 years old ,0,,,
192,14,2,2,31,"and says, ""She did."" ",0,,,
193,14,2,2,32,I walked over to the mom,0,,,
194,14,2,2,33,and hugged her.,0,,,
195,14,2,2,34,"She said, ""It wasn't me, it was my daughter"". ",0,,,
196,14,2,2,35,"I was so happy, ",0,,,
197,14,2,2,36,I was almost in tears. ,0,,,
198,14,2,2,37,I decided in those moments to do my duty ,0,,,
199,14,2,2,38,to pay forward this act of kindness ,0,,,
200,14,2,2,39,every opportunity I had.,0,,,
201,14,2,3,1,I was shopping at my local supermarket,1,1,The main character was shopping at the local supermarket ,
202,14,2,3,2,as I normally have for years.,0,,,
203,14,2,3,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,2,one day and had gathered enough groceries for two weeks,changed 2 to two
204,14,2,3,4,and was headed toward the register to pay for my groceries.,1,3,When they went to check out ,
205,14,2,3,5,I reached into my back right pocket,0,,,Miscounted in orig data excluded here
206,14,2,3,6,to grab the money to pay,0,,,Miscounted in orig data excluded here
207,14,2,3,7,and noticed that there was no money in there.,1,4,"however, they discovered that they didn’t have any money in their back right pocket",
208,14,2,3,8,I started to get nervous.,0,,,
209,14,2,3,9,I knew my pocket book was in the car ,0,,,
210,14,2,3,10,and I was sure I had put the money in my back right pocket.,1,5,"They were sure that they had put their money in the pocket, ",
211,14,2,3,11,"I look at cashier with a confused look,",0,,,
212,14,2,3,12,not knowing what to do.,0,,,
213,14,2,3,13,There were people behind me on the line ,0,,,
214,14,2,3,14,and I immediately thought about the money I left in the car,1,6;8,would have to use;money they had left in the car,
215,14,2,3,15,that was intended to pay rent this month.,1,7,the rent,
216,14,2,3,16,She told me to speak with the courtesy counter.,1,9,"However, the cashier suggested the person to ask the service desk for help ",
217,14,2,3,17,"I laughed and said,",0,,,
218,14,2,3,18,"""But it was cash, no one would hand that in!""  ",0,,,
219,14,2,3,19,I decided that there was no harm in checking ,1,10,the main character thought “why not?” by that point. ,
220,14,2,3,20,so I walked up to a woman behind the counter ,1,11,When the main character asked the woman behind the help desk ,
221,14,2,3,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,12,if anyone had turned in any money,
222,14,2,3,22,"She asked ""How much?""  ",1,14,asked them how much they had misplaced,
223,14,2,3,23,My face then lit up.,0,,,
224,14,2,3,24,"""$200 ",1,15,200,
225,14,2,3,25,"in the form of twenty dollar bills."" I replied.",1,16,in twenty dollar bills,
226,14,2,3,26,"She said, ""Actually, yes, someone did!""  ",1,13,she replied that someone did ,Not counted in orig data counted here
227,14,2,3,27,I was so surprised! ,0,,,
228,14,2,3,28,"""Who? I want to thank them.""  ",0,,,
229,14,2,3,29,She points to a young girl ,1,17,The service woman explained that a young girl had turned it in and pointed her out nearby,
230,14,2,3,30,about 10 years old ,0,,,
231,14,2,3,31,"and says, ""She did."" ",0,,,
232,14,2,3,32,I walked over to the mom,0,,,
233,14,2,3,33,and hugged her.,1,18,hugged the girl’s mother ,
234,14,2,3,34,"She said, ""It wasn't me, it was my daughter"". ",1,19,but the mother insisted that it was all her daughter’s help,
235,14,2,3,35,"I was so happy, ",0,,,
236,14,2,3,36,I was almost in tears. ,0,,,
237,14,2,3,37,I decided in those moments to do my duty ,1,20,The narrator then swore to do their best to help others from that day on,
238,14,2,3,38,to pay forward this act of kindness ,0,,,
239,14,2,3,39,every opportunity I had.,0,,,
240,14,3,1,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters always dreamed he could fly,
241,14,3,1,2,"The problem was that Larry's vision was poor, ",1,2,But Larry had poor vision ,
242,14,3,1,3,and he was thus ill-suited to become a pilot. ,1,3,was ill-suited to become a pilot,
243,14,3,1,4,"Most people, faced with similar limitations, might let go of such a dream.",1,5,who would let go of such a dream,
244,14,3,1,5,Larry Walters was not most people. ,1,4,"Larry, however, was unlike most people ",
245,14,3,1,6,On a sunny summer day ,1,6,On a sunny afternoon ,
246,14,3,1,7,"in 1982, ",1,7,"in 1982, ",
247,14,3,1,8,in his modest backyard ,1,8,in his modest backyard ,
248,14,3,1,9,"in San Pedro, ",1,9,"in San Pedro, ",
249,14,3,1,10,Larry boarded a makeshift aircraft ,1,10,Larry board his own makeshift aircraft ,
250,14,3,1,11,"comprising a lawn chair, ",1,11,out of a lawn chair ,changed lawnchair to lawn chair
251,14,3,1,12,"a seat belt, ",1,14,"seat belt, ",changed seatbelt to seat belt
252,14,3,1,13,and forty-odd weather balloons. ,1,12,forty or so air balloons,
253,14,3,1,14,"Armed with a pellet gun, ",0,,,
254,14,3,1,15,"a CB radio, ",1,13,CB radio,
255,14,3,1,16,"and a cooler full of sandwiches, ",1,15,a cooler full of sandwiches,
256,14,3,1,17,he released the line that tethered his craft ,1,16,Larry let go of the tether holding the lawn chair ,changed lawnchair to lawn chair
257,14,3,1,18,"to his Jeep, ",1,17,to his Jeep ,
258,14,3,1,19,"rose to a height of thirty feet or so, ",1,18,rose thirty or so feet into the air,
259,14,3,1,20,and had himself a little picnic. ,0,,,
260,14,3,1,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,19,His plan was to shoot a few balloons to float back down to earth,
261,14,3,1,22,just as easy as could be.,0,,,
262,14,3,1,23,"But Larry, it would seem, was not so good with physics. ",1,20,but Larry didn’t account for physics,
263,14,3,1,24,"When he released the tether, his craft rose ",0,,,
264,14,3,1,25,"15,000 feet in the air. ",0,,,
265,14,3,1,26,"According to some reports, ",0,,,
266,14,3,1,27,"he didn't dare shoot out the balloons, ",1,21,He didn’t  shoot any balloons ,
267,14,3,1,28,for fear the chair would tip. ,1,22,out of fear of tipping his chair,
268,14,3,1,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",1,23,he eventually floated to the corridor of the Long Beach airport,
269,14,3,1,30,disrupting air traffic. ,1,24,disrupting air traffic,
270,14,3,1,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,25,Imagine what he looked like to folks waiting for air clearance,
271,14,3,1,32,"a man in a lawn chair with a gun, ",0,,,
272,14,3,1,33,some three miles above the ground. ,1,26,a man floating about three miles ,
273,14,3,1,34,"He did finally touch down safely, ",0,,,
274,14,3,1,35,though not before getting tangled in some power lines ,0,,,
275,14,3,1,36,and knocking out power in the entire Long Beach area. ,0,,,
276,14,3,1,37,"It goes without saying that Larry, upon touchdown, was arrested. ",0,,,
277,14,3,1,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
278,14,3,1,39,"But by the time they nabbed him, the story had spread, ",0,,,
279,14,3,1,40,and a few crack reporters witnessed his arrest. ,0,,,
280,14,3,1,41,One of those reporters asked why he'd done it. ,0,,,
281,14,3,1,42,Larry's response? ,0,,,
282,14,3,1,43,"""A man can't just sit around.""",0,,,
283,14,3,2,1,Larry Walters had a dream that he could fly.  ,1,1,Larry Walters had a dream that he could fly,
284,14,3,2,2,"The problem was that Larry's vision was poor, ",1,2,The problem was that Larry’s vision was poor,
285,14,3,2,3,and he was thus ill-suited to become a pilot. ,1,3,thus he was ill-suited to become a pilot,
286,14,3,2,4,"Most people, faced with similar limitations, might let go of such a dream.",1,4,"Most people, faced with such limitations, would have given up on that dream.",
287,14,3,2,5,Larry Walters was not most people. ,1,5,But Larry Walters was not like most people,
288,14,3,2,6,On a sunny summer day ,1,6,On a sunny after ,
289,14,3,2,7,"in 1982, ",1,7,in 1982,
290,14,3,2,8,in his modest backyard ,1,8,in his modest backyard ,
291,14,3,2,9,"in San Pedro, ",1,9,in San Pedro,
292,14,3,2,10,Larry boarded a makeshift aircraft ,1,10,Larry boarded his makeshift aircraft ,
293,14,3,2,11,"comprising a lawn chair, ",1,11,comprising of a lawn chair,changed lawnchair to lawn chair
294,14,3,2,12,"a seat belt, ",1,12,a seatbelt,
295,14,3,2,13,and forty-odd weather balloons. ,1,13,forty-odd weather balloons,
296,14,3,2,14,"Armed with a pellet gun, ",1,14,Armed with a pellet gun,
297,14,3,2,15,"a CB radio, ",1,15,a CB radio,
298,14,3,2,16,"and a cooler full of sandwiches, ",1,16,a cooler full of sandwiches,
299,14,3,2,17,he released the line that tethered his craft ,1,17,he let go of the line that tethered him ,
300,14,3,2,18,"to his Jeep, ",1,18,to his Jeep,
301,14,3,2,19,"rose to a height of thirty feet or so, ",1,19,He rose thirty or so feet into the air ,
302,14,3,2,20,and had himself a little picnic. ,1,20,had himself a little picnic,
303,14,3,2,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,21,His plan was to shoot down a few balloons to touch down to earth,
304,14,3,2,22,just as easy as could be.,0,,,
305,14,3,2,23,"But Larry, it would seem, was not so good with physics. ",1,22,But Larry wasn’t good at physics ,
306,14,3,2,24,"When he released the tether, his craft rose ",0,,,
307,14,3,2,25,"15,000 feet in the air. ",1,23,"he rose about 15,000 feet into the air. ",
308,14,3,2,26,"According to some reports, ",1,24,Some reports say ,
309,14,3,2,27,"he didn't dare shoot out the balloons, ",1,25,he didn’t shoot any balloons ,
310,14,3,2,28,for fear the chair would tip. ,1,26,out of fear of his chair tipping over,
311,14,3,2,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",1,27,"Eventually, he made his way over to the approach corridor of the Long Beach airport",
312,14,3,2,30,disrupting air traffic. ,1,28,disrupting air traffic,
313,14,3,2,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,1,29,Imagine what that looked like to the folks waiting for clearance to land,
314,14,3,2,32,"a man in a lawn chair with a gun, ",0,,,
315,14,3,2,33,some three miles above the ground. ,0,,,
316,14,3,2,34,"He did finally touch down safely, ",0,,,
317,14,3,2,35,though not before getting tangled in some power lines ,0,,,
318,14,3,2,36,and knocking out power in the entire Long Beach area. ,0,,,
319,14,3,2,37,"It goes without saying that Larry, upon touchdown, was arrested. ",0,,,
320,14,3,2,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
321,14,3,2,39,"But by the time they nabbed him, the story had spread, ",0,,,
322,14,3,2,40,and a few crack reporters witnessed his arrest. ,0,,,
323,14,3,2,41,One of those reporters asked why he'd done it. ,0,,,
324,14,3,2,42,Larry's response? ,0,,,
325,14,3,2,43,"""A man can't just sit around.""",0,,,
326,14,3,3,1,Larry Walters had a dream that he could fly.  ,0,,,
327,14,3,3,2,"The problem was that Larry's vision was poor, ",1,1,his vision was too poor ,
328,14,3,3,3,and he was thus ill-suited to become a pilot. ,1,2,to earn a license,
329,14,3,3,4,"Most people, faced with similar limitations, might let go of such a dream.",1,3,"Although most people would’ve given up against such obstacles, the man persisted at achieving his dream by taking matters into his own hands",
330,14,3,3,5,Larry Walters was not most people. ,0,,,
331,14,3,3,6,On a sunny summer day ,0,,,
332,14,3,3,7,"in 1982, ",0,,,
333,14,3,3,8,in his modest backyard ,1,4,in his backyard ,
334,14,3,3,9,"in San Pedro, ",1,5,in San Pedro,
335,14,3,3,10,Larry boarded a makeshift aircraft ,1,6,the man boarded his makeshift aircraft ,
336,14,3,3,11,"comprising a lawn chair, ",1,7,"made out of a lawn chair, ",
337,14,3,3,12,"a seat belt, ",1,9,a seat belt,
338,14,3,3,13,and forty-odd weather balloons. ,1,8,forty-odd air balloons,changed 40 to forty
339,14,3,3,14,"Armed with a pellet gun, ",1,10,He brought a BB pellet gun,
340,14,3,3,15,"a CB radio, ",1,11,CB radio,
341,14,3,3,16,"and a cooler full of sandwiches, ",1,12,cooler full of sandwiches with him,
342,14,3,3,17,he released the line that tethered his craft ,1,13,He cut the rope that tethered his aircraft ,
343,14,3,3,18,"to his Jeep, ",1,14,to his Jeep ,
344,14,3,3,19,"rose to a height of thirty feet or so, ",1,15,soared about thirty feet into the air,changed 30 to thirty
345,14,3,3,20,and had himself a little picnic. ,0,,,
346,14,3,3,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",1,16,His plan was to shoot down a few balloons to descend back to Earth with his gun,
347,14,3,3,22,just as easy as could be.,0,,,
348,14,3,3,23,"But Larry, it would seem, was not so good with physics. ",1,17,but he wasn’t very knowledgeable in physics ,
349,14,3,3,24,"When he released the tether, his craft rose ",0,,,
350,14,3,3,25,"15,000 feet in the air. ",0,,,
351,14,3,3,26,"According to some reports, ",0,,,
352,14,3,3,27,"he didn't dare shoot out the balloons, ",0,,,
353,14,3,3,28,for fear the chair would tip. ,0,,,
354,14,3,3,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",1,18,He floated all the way to the Long Beach air corridor ,
355,14,3,3,30,disrupting air traffic. ,1,19,where he disrupted air traffic,
356,14,3,3,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
357,14,3,3,32,"a man in a lawn chair with a gun, ",0,,,
358,14,3,3,33,some three miles above the ground. ,0,,,
359,14,3,3,34,"He did finally touch down safely, ",1,20,eventually descend ,
360,14,3,3,35,though not before getting tangled in some power lines ,1,21,onto some telephone wires ,
