,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
82,13,1,3,1,One fine day an old Maine man was fishing ,1,1,Maine.  One day the old man,
83,13,1,3,2,on his favorite lake ,0,,,
84,13,1,3,3,and catching very little,0,,,
85,13,1,3,4,"Finally, he gave up",0,,,
86,13,1,3,5,and walked back along the shore to his fishing shack,0,,,
87,13,1,3,6,"When he got close to the front door, he saw it was open.",1,2,"When he reached his small rustic cabin, he found the door ajar",
88,13,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,13,1,3,8,There was a big black bear,1,3,spotted a big black bear,
90,13,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
91,13,1,3,10,The molasses spilled all over the floor,0,,,
92,13,1,3,11,"and the bear rubbed his paw in it, smearing it all over",0,,,
93,13,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",0,,,
94,13,1,3,13,Standing on its hind legs,0,,,
95,13,1,3,14,it held up the paw full of molasses,0,,,
96,13,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
97,13,1,3,16,all over the sticky sweet paw,0,,,
98,13,1,3,17,Then the bear waded into the water,0,,,
99,13,1,3,18,with his sticky paw full of bugs,0,,,
100,13,1,3,19,It held the paw out over the water,0,,,
101,13,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,4,"And those attracted insects, attracted some trout to come jumping in",
102,13,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,0,,,
103,13,1,3,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,5,continued to catch the fish,
104,13,1,3,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
105,13,1,3,24,Soon it had a large pile,0,,,
106,13,1,3,25,The old man had caught nothing,0,,,
107,13,1,3,26,He watched that bear eat half a dozen trout,1,7,the bear ate his half dozen trout,
108,13,1,3,27,his stomach rumbling,0,,,
109,13,1,3,28,All he had for dinner was some bread and what was left of the molasses,1,6,The old man had nothing except old bread and whatever molasses hadn’t spilled,
110,13,1,3,29,Finally the bear paused in his eating,0,,,
111,13,1,3,30,and looked over to the bushes where the old man was hidden,0,,,
112,13,1,3,31,The bear stood up and laid the remaining fish in a row,0,,,
113,13,1,3,32,Then it walked away up the shore,0,,,
114,13,1,3,33,The old man crept out of the bushes and down to the shore,0,,,
115,13,1,3,34,"Sure enough, the bear had left six large trout for him",1,8,he shared his catch with the old man,
116,13,1,3,35,He looked over at the bear,0,,,
117,13,1,3,36,It was standing at the edge of the wood watching,0,,,
118,13,1,3,37,"""Thanks a lot,"" the old man called to the bear",0,,,
119,13,1,3,38,The bear waved the now-clean paw at the old man,0,,,
120,13,1,3,39,and disappeared into the thicket,0,,,
121,13,1,3,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
122,13,1,3,41,The old man never hunted bears again,1,9,The old man decided he would no longer hunt black bears,
123,13,2,1,1,I was shopping at my local supermarket,1,1,I was shopping at my local supermarket ,Changed shooppoing to shopping and marketsuper to supermarket
124,13,2,1,2,as I normally have for years.,1,2,as I had done for years,
125,13,2,1,3,"One particular day, I had done about 2 weeks’ worth of shopping",0,,,
126,13,2,1,4,and was headed toward the register to pay for my groceries.,0,,,
127,13,2,1,5,I reached into my back right pocket,1,3;5,reached;I went to back right pocket,
128,13,2,1,6,to grab the money to pay,1,4,to pay,
129,13,2,1,7,and noticed that there was no money in there.,1,6,My back right pocket was empty,
130,13,2,1,8,I started to get nervous.,1,10,"I was getting anxious, near panic",
131,13,2,1,9,I knew my pocket book was in the car ,0,,,
132,13,2,1,10,and I was sure I had put the money in my back right pocket.,1,7,The back right pocket was where I had placed the money in the car,
133,13,2,1,11,"I look at cashier with a confused look,",0,,,
134,13,2,1,12,not knowing what to do.,0,,,
135,13,2,1,13,There were people behind me on the line ,1,9,however there were quite a lot of people behind me,
136,13,2,1,14,and I immediately thought about the money I left in the car,0,,,
137,13,2,1,15,that was intended to pay rent this month.,1,8,which was intended to pay this months rent,
138,13,2,1,16,She told me to speak with the courtesy counter.,1,11,"The lady said, perhaps you should goa ask someone at the courtesy counter",
139,13,2,1,17,"I laughed and said,",0,,,
140,13,2,1,18,"""But it was cash, no one would hand that in!""  ",0,,,
141,13,2,1,19,I decided that there was no harm in checking ,0,,,
142,13,2,1,20,so I walked up to a woman behind the counter ,0,,,
143,13,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,12,I did ask,
144,13,2,1,22,"She asked ""How much?""  ",1,13,"They said to my astonishment, how much",
145,13,2,1,23,My face then lit up.,0,,,
146,13,2,1,24,"""$200 ",1,14,200,
147,13,2,1,25,"in the form of twenty dollar bills."" I replied.",1,15,in bills twenties,
148,13,2,1,26,"She said, ""Actually, yes, someone did!""  ",1,16,She said that’s exactly how much turned in,
149,13,2,1,27,I was so surprised! ,0,,,
150,13,2,1,28,"""Who? I want to thank them.""  ",1,17,"Who I inquired, I wanted to thank them",
151,13,2,1,29,She points to a young girl ,1,18,Pointing at a little girl,changed alil to a little 
152,13,2,1,30,about 10 years old ,0,,,
153,13,2,1,31,"and says, ""She did."" ",0,,,
154,13,2,1,32,I walked over to the mom,0,,,
155,13,2,1,33,and hugged her.,0,,,
156,13,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",1,19,it wasn't me. It was her,Changed wsnt to wasn't and mre to me
157,13,2,1,35,"I was so happy, ",0,,,
158,13,2,1,36,I was almost in tears. ,0,,,
159,13,2,1,37,I decided in those moments to do my duty ,0,,,
160,13,2,1,38,to pay forward this act of kindness ,1,20,Pay it forward,
161,13,2,1,39,every opportunity I had.,0,,,
162,13,2,2,1,I was shopping at my local supermarket,1,1,I was shopping at my local super market,
163,13,2,2,2,as I normally have for years.,1,2,as I had normally done for years,
164,13,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"Then when in line, with about the sum of two weeks of grocery shopping",
165,13,2,2,4,and was headed toward the register to pay for my groceries.,0,,,
166,13,2,2,5,I reached into my back right pocket,1,4,"when I reached my back right pocket, ",changed reacto to reached
167,13,2,2,6,to grab the money to pay,0,,,
168,13,2,2,7,and noticed that there was no money in there.,1,6,wasn't there,"changed wasn,t to wasn't"
169,13,2,2,8,I started to get nervous.,1,7,I started to get nervous,
170,13,2,2,9,I knew my pocket book was in the car ,0,,,
171,13,2,2,10,and I was sure I had put the money in my back right pocket.,1,5,the money which I had moved in the car from my billfold to the pocket before I came in ,
172,13,2,2,11,"I look at cashier with a confused look,",0,,,
173,13,2,2,12,not knowing what to do.,0,,,
174,13,2,2,13,There were people behind me on the line ,1,8,It was alarge line ,changed alarge to a large
175,13,2,2,14,and I immediately thought about the money I left in the car,0,,,
176,13,2,2,15,that was intended to pay rent this month.,0,,,
177,13,2,2,16,She told me to speak with the courtesy counter.,1,9,the attendant noticing my worry said go speak with courtesy ,changed attendaent to attendant 
178,13,2,2,17,"I laughed and said,",0,,,
179,13,2,2,18,"""But it was cash, no one would hand that in!""  ",1,10,"I said it was cash, noone would turn that in",changed ity to it and no1 to no one
180,13,2,2,19,I decided that there was no harm in checking ,0,,,
181,13,2,2,20,so I walked up to a woman behind the counter ,0,,,
182,13,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,11,"I said I have to ask, by chance did anyone turn in any cash,  ",changed any1 to anyone
183,13,2,2,22,"She asked ""How much?""  ",1,12,She said of course yes. How much.,Changed sdhe to she and asid to said
184,13,2,2,23,My face then lit up.,0,,,
185,13,2,2,24,"""$200 ",1,13,I said 200,
186,13,2,2,25,"in the form of twenty dollar bills."" I replied.",1,14,in bills of twenty,changed buillls to bills and og to of
187,13,2,2,26,"She said, ""Actually, yes, someone did!""  ",0,,,
188,13,2,2,27,I was so surprised! ,0,,,
189,13,2,2,28,"""Who? I want to thank them.""  ",1,15,She said who. I want to thank them,Changed saked to said
190,13,2,2,29,She points to a young girl ,1,16,she said it was a little girl and pointed,changed lil to little
191,13,2,2,30,about 10 years old ,0,,,
192,13,2,2,31,"and says, ""She did."" ",0,,,
193,13,2,2,32,I walked over to the mom,1,17,I went to thank the mom,
194,13,2,2,33,and hugged her.,0,,,
195,13,2,2,34,"She said, ""It wasn't me, it was my daughter"". ",0,,,
196,13,2,2,35,"I was so happy, ",0,,,
197,13,2,2,36,I was almost in tears. ,0,,,
198,13,2,2,37,I decided in those moments to do my duty ,0,,,
199,13,2,2,38,to pay forward this act of kindness ,0,,,
200,13,2,2,39,every opportunity I had.,0,,,
201,13,2,3,1,I was shopping at my local supermarket,0,,,
202,13,2,3,2,as I normally have for years.,0,,,
203,13,2,3,3,"One particular day, I had done about 2 weeks’ worth of shopping",0,,,
204,13,2,3,4,and was headed toward the register to pay for my groceries.,0,,,
205,13,2,3,5,I reached into my back right pocket,0,,,
206,13,2,3,6,to grab the money to pay,0,,,
207,13,2,3,7,and noticed that there was no money in there.,1,2,as I did not find any cash in the my zip bag,
208,13,2,3,8,I started to get nervous.,1,1,I started to be anxious,
209,13,2,3,9,I knew my pocket book was in the car ,0,,,
210,13,2,3,10,and I was sure I had put the money in my back right pocket.,0,,,
211,13,2,3,11,"I look at cashier with a confused look,",0,,,
212,13,2,3,12,not knowing what to do.,0,,,
213,13,2,3,13,There were people behind me on the line ,0,,,
214,13,2,3,14,and I immediately thought about the money I left in the car,0,,,
215,13,2,3,15,that was intended to pay rent this month.,0,,,
216,13,2,3,16,She told me to speak with the courtesy counter.,1,3,"the registrar noticing my trouble, go ask the front attendant","changed registar to registrar, troublke to trouble and attendent to attendant"
217,13,2,3,17,"I laughed and said,",0,,,
218,13,2,3,18,"""But it was cash, no one would hand that in!""  ",1,4,"I said , who would turn it in, it was cash",
219,13,2,3,19,I decided that there was no harm in checking ,0,,,
220,13,2,3,20,so I walked up to a woman behind the counter ,0,,,
221,13,2,3,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,5,said I had to ask,
222,13,2,3,22,"She asked ""How much?""  ",0,,,
223,13,2,3,23,My face then lit up.,0,,,
224,13,2,3,24,"""$200 ",0,,,
225,13,2,3,25,"in the form of twenty dollar bills."" I replied.",0,,,
226,13,2,3,26,"She said, ""Actually, yes, someone did!""  ",0,,,
227,13,2,3,27,I was so surprised! ,0,,,
228,13,2,3,28,"""Who? I want to thank them.""  ",1,6,"Who turned in in, I inquired wanting to thank them",changed threm to them
229,13,2,3,29,She points to a young girl ,1,7,They pointed to a little girl,
230,13,2,3,30,about 10 years old ,0,,,
231,13,2,3,31,"and says, ""She did."" ",0,,,
232,13,2,3,32,I walked over to the mom,1,8,I went to thank the mother,Not counted in original but counted here
233,13,2,3,33,and hugged her.,0,,,
234,13,2,3,34,"She said, ""It wasn't me, it was my daughter"". ",1,9,"she said don't thank me, it was her","changed don,t to don't"
235,13,2,3,35,"I was so happy, ",0,,,
236,13,2,3,36,I was almost in tears. ,0,,,
237,13,2,3,37,I decided in those moments to do my duty ,0,,,
238,13,2,3,38,to pay forward this act of kindness ,0,,,
239,13,2,3,39,every opportunity I had.,0,,,
240,13,3,1,1,Larry Walters had a dream that he could fly.  ,0,,,
241,13,3,1,2,"The problem was that Larry's vision was poor, ",1,2,due to his poor vision  ,
242,13,3,1,3,and he was thus ill-suited to become a pilot. ,1,1,However he couldn't be a pilot,"changed could,t to couldn't"
243,13,3,1,4,"Most people, faced with similar limitations, might let go of such a dream.",0,,,
244,13,3,1,5,Larry Walters was not most people. ,0,,,
245,13,3,1,6,On a sunny summer day ,0,,,
246,13,3,1,7,"in 1982, ",0,,,
247,13,3,1,8,in his modest backyard ,0,,,
248,13,3,1,9,"in San Pedro, ",0,,,
249,13,3,1,10,Larry boarded a makeshift aircraft ,1,3,so he constructed a craft in his backyard ,
250,13,3,1,11,"comprising a lawn chair, ",1,4,"consisting of a Lawn chair,  ",
251,13,3,1,12,"a seat belt, ",0,,,
252,13,3,1,13,and forty-odd weather balloons. ,1,5,forty weather balloons ,"changed waether to weather, 40 to forty"
253,13,3,1,14,"Armed with a pellet gun, ",0,,,
254,13,3,1,15,"a CB radio, ",1,7,A cb radio,
255,13,3,1,16,"and a cooler full of sandwiches, ",0,,,
256,13,3,1,17,he released the line that tethered his craft ,0,,,
257,13,3,1,18,"to his Jeep, ",1,6,tied to his jeep,changed jeap to jeep
258,13,3,1,19,"rose to a height of thirty feet or so, ",0,,,
259,13,3,1,20,and had himself a little picnic. ,0,,,
260,13,3,1,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",0,,,
261,13,3,1,22,just as easy as could be.,0,,,
262,13,3,1,23,"But Larry, it would seem, was not so good with physics. ",1,8,Larry apparently wasn’t very good at physics,"changed apparentlty to apparently, changed vey to very"
263,13,3,1,24,"When he released the tether, his craft rose ",0,,,
264,13,3,1,25,"15,000 feet in the air. ",1,9,his homemade craft went 15000 feet,
265,13,3,1,26,"According to some reports, ",0,,,
266,13,3,1,27,"he didn't dare shoot out the balloons, ",0,,,
267,13,3,1,28,for fear the chair would tip. ,0,,,
268,13,3,1,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
269,13,3,1,30,disrupting air traffic. ,0,,,
270,13,3,1,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
271,13,3,1,32,"a man in a lawn chair with a gun, ",0,,,
272,13,3,1,33,some three miles above the ground. ,0,,,
273,13,3,1,34,"He did finally touch down safely, ",0,,,
274,13,3,1,35,though not before getting tangled in some power lines ,0,,,
275,13,3,1,36,and knocking out power in the entire Long Beach area. ,0,,,
276,13,3,1,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,10,He was arrested,
277,13,3,1,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
278,13,3,1,39,"But by the time they nabbed him, the story had spread, ",0,,,
279,13,3,1,40,and a few crack reporters witnessed his arrest. ,0,,,
280,13,3,1,41,One of those reporters asked why he'd done it. ,1,11,When asked why he did ,
281,13,3,1,42,Larry's response? ,0,,,
282,13,3,1,43,"""A man can't just sit around.""",0,,,
283,13,3,2,1,Larry Walters had a dream that he could fly.  ,1,1,Larry walters had had a dream that he could fly,changed bhe to he
284,13,3,2,2,"The problem was that Larry's vision was poor, ",1,2,Unfortunately he had poor vision ,"changed unfortunatel;y to unfortunately, ppoor to poor"
285,13,3,2,3,and he was thus ill-suited to become a pilot. ,0,,,
286,13,3,2,4,"Most people, faced with similar limitations, might let go of such a dream.",1,3,many people when faced with this would let it go.   ,
287,13,3,2,5,Larry Walters was not most people. ,1,4,Larry was not one of those people,changed 1 to one
288,13,3,2,6,On a sunny summer day ,1,5,"On a sunny summer day, ",
289,13,3,2,7,"in 1982, ",0,,,
290,13,3,2,8,in his modest backyard ,1,8,in khis modest backyard ,changed khis to his
291,13,3,2,9,"in San Pedro, ",1,6,outside San Pedro ,
292,13,3,2,10,Larry boarded a makeshift aircraft ,1,7,Larry constructed a makeshift aircraft ,changed make shaift to makeshift
293,13,3,2,11,"comprising a lawn chair, ",1,9,a lawn chair,
294,13,3,2,12,"a seat belt, ",1,,,
295,13,3,2,13,and forty-odd weather balloons. ,0,,,
296,13,3,2,14,"Armed with a pellet gun, ",0,,,
297,13,3,2,15,"a CB radio, ",0,,,
298,13,3,2,16,"and a cooler full of sandwiches, ",0,,,
299,13,3,2,17,he released the line that tethered his craft ,1,12,While he released the tether of the balloon ,
300,13,3,2,18,"to his Jeep, ",1,13,to the jeep,
301,13,3,2,19,"rose to a height of thirty feet or so, ",1,10,Larry rose thirty feet ,changed 30 to thirty
302,13,3,2,20,and had himself a little picnic. ,1,11,started eating those sandwiches,changed sandwhiches to sandwiches
303,13,3,2,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",0,,,
304,13,3,2,22,just as easy as could be.,0,,,
305,13,3,2,23,"But Larry, it would seem, was not so good with physics. ",0,,,
306,13,3,2,24,"When he released the tether, his craft rose ",0,,,
307,13,3,2,25,"15,000 feet in the air. ",1,14,Suddenly 15000 feet up,
308,13,3,2,26,"According to some reports, ",0,,,
309,13,3,2,27,"he didn't dare shoot out the balloons, ",0,,,
310,13,3,2,28,for fear the chair would tip. ,0,,,
311,13,3,2,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
312,13,3,2,30,disrupting air traffic. ,0,,,
313,13,3,2,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
314,13,3,2,32,"a man in a lawn chair with a gun, ",0,,,
315,13,3,2,33,some three miles above the ground. ,0,,,
316,13,3,2,34,"He did finally touch down safely, ",1,15,He finally landed safely,
317,13,3,2,35,though not before getting tangled in some power lines ,0,,,
318,13,3,2,36,and knocking out power in the entire Long Beach area. ,0,,,
319,13,3,2,37,"It goes without saying that Larry, upon touchdown, was arrested. ",1,16,Larry was in trouble.  Arrested.  ,"changed wass to was, troiuble to trouble"
320,13,3,2,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
321,13,3,2,39,"But by the time they nabbed him, the story had spread, ",0,,,
322,13,3,2,40,and a few crack reporters witnessed his arrest. ,0,,,
323,13,3,2,41,One of those reporters asked why he'd done it. ,1,17,When asked why,
324,13,3,2,42,Larry's response? ,0,,,
325,13,3,2,43,"""A man can't just sit around.""",1,18,A man can't just sit around,changed cant to can't
326,13,3,3,1,Larry Walters had a dream that he could fly.  ,0,,,
327,13,3,3,2,"The problem was that Larry's vision was poor, ",1,1,however his eyesight was poor,
328,13,3,3,3,and he was thus ill-suited to become a pilot. ,0,,,
329,13,3,3,4,"Most people, faced with similar limitations, might let go of such a dream.",0,,,
330,13,3,3,5,Larry Walters was not most people. ,0,,,
331,13,3,3,6,On a sunny summer day ,0,,,
332,13,3,3,7,"in 1982, ",0,,,
333,13,3,3,8,in his modest backyard ,0,,,
334,13,3,3,9,"in San Pedro, ",0,,,
335,13,3,3,10,Larry boarded a makeshift aircraft ,0,,,
336,13,3,3,11,"comprising a lawn chair, ",1,3,lawn chair ,
337,13,3,3,12,"a seat belt, ",0,,,
338,13,3,3,13,and forty-odd weather balloons. ,0,,,
339,13,3,3,14,"Armed with a pellet gun, ",0,,,
340,13,3,3,15,"a CB radio, ",1,2,a radio,
341,13,3,3,16,"and a cooler full of sandwiches, ",0,,,
342,13,3,3,17,he released the line that tethered his craft ,1,4;6,which was tethered to;through the rope tied to the balloons took flight he released it,
343,13,3,3,18,"to his Jeep, ",1,5,his jeep ,changed jeap to jeep
344,13,3,3,19,"rose to a height of thirty feet or so, ",1,7,at thirty feet,
345,13,3,3,20,and had himself a little picnic. ,1,8,began to enjoy his lunch,
346,13,3,3,21,"He planned to just shoot out a couple balloons and float gently back to earth, ",0,,,
347,13,3,3,22,just as easy as could be.,0,,,
348,13,3,3,23,"But Larry, it would seem, was not so good with physics. ",0,,,
349,13,3,3,24,"When he released the tether, his craft rose ",0,,,
350,13,3,3,25,"15,000 feet in the air. ",0,,,
351,13,3,3,26,"According to some reports, ",0,,,
352,13,3,3,27,"he didn't dare shoot out the balloons, ",1,9,He considered shooting the balloons out however he was concerned ,changed considerered to considered
353,13,3,3,28,for fear the chair would tip. ,0,,,
354,13,3,3,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,
355,13,3,3,30,disrupting air traffic. ,0,,,
356,13,3,3,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,
357,13,3,3,32,"a man in a lawn chair with a gun, ",0,,,
358,13,3,3,33,some three miles above the ground. ,0,,,
359,13,3,3,34,"He did finally touch down safely, ",0,,,
360,13,3,3,35,though not before getting tangled in some power lines ,0,,,
361,13,3,3,36,and knocking out power in the entire Long Beach area. ,0,,,
362,13,3,3,37,"It goes without saying that Larry, upon touchdown, was arrested. ",0,,,
363,13,3,3,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,
364,13,3,3,39,"But by the time they nabbed him, the story had spread, ",0,,,
365,13,3,3,40,and a few crack reporters witnessed his arrest. ,0,,,
366,13,3,3,41,One of those reporters asked why he'd done it. ,0,,,
367,13,3,3,42,Larry's response? ,0,,,
368,13,3,3,43,"""A man can't just sit around.""",0,,,
369,13,4,1,1,"At breakfast, ",1,1,At breakfast,
370,13,4,1,2,my cat Susie,1,2,my cat Susie,
371,13,4,1,3,sits on the deck of the pool,0,,,
372,13,4,1,4,outside the glass doors to the kitchen.  ,0,,,
373,13,4,1,5,"Bang, bang.  ",0,,,
374,13,4,1,6,She hits the door with her paw.,0,,,
375,13,4,1,7,"This means “Ryan, feed me” in Susie’s special language.  ",0,,,
376,13,4,1,8,I get up from my chair and feed her. ,0,,,
377,13,4,1,9,"I know this, because I know everything about her",0,,,
378,13,4,1,10,or at least I think I do. ,0,,,
379,13,4,1,11,"For the life of me, I do not know where Susie goes at noon.",0,,,
380,13,4,1,12,"At eleven-thirty Saturday morning, ",0,,,
381,13,4,1,13,I notice Susie is not at home. ,0,,,
382,13,4,1,14,Where did she go? ,0,,,
383,13,4,1,15,Then I spot her trotting down the street towards town. ,0,,,
384,13,4,1,16,I quickly follow. ,0,,,
385,13,4,1,17,Susie has turned the corner and is walking down the block towards the traffic light. ,0,,,
386,13,4,1,18,"She passes the corner store and walks behind the small strip mall, ",0,,,
387,13,4,1,19,I start thinking that I know where she is going.,1,3,thinking I know where shes going,
388,13,4,1,20,"Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  ",0,,,
389,13,4,1,21,I see that Susie has joined several of her cat colleagues.  ,0,,,
390,13,4,1,22,"Mr. Johnston comes out of the back door, carrying several black trash bags.  ",0,,,
391,13,4,1,23,"He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  ",0,,,
392,13,4,1,24,He scatters these on the ground and watches the cats pounce on them.  ,0,,,
393,13,4,1,25,He spies me lurking by the corner of the strip mall.,0,,,
394,13,4,1,26,"“Hi Ryan,” he calls in his thick Brooklyn accent. ",0,,,
395,13,4,1,27,"“So this is where Susie comes at noon,” I say, walking towards him. ",0,,,
396,13,4,1,28,Mr. Johnston laughs.,0,,,
397,13,4,1,29,“Yep.  All the cats come to visit me at noon.  ,0,,,
398,13,4,1,30,"They used to tear up my garbage, ",1,4,"says he used to put the garbage , however dozen cats would get into","tkol to to, garbahge to garbage, removed s"
